Source,Relation,Target,Weight,Evidence,Confidence
purangbas,supplies,salt,1,they had come to Yari with some 360 sheep and goats carrying salt as well as provisions and cooking utensils for the journey.,0.9
purangbas,exchanges_for,"rice, wheat, orwa-barley",1,"they expected to exchange it at the rate of 4-6 units of salt for 1 of rice, 2-3 of salt for one ofwheat or wa-barley, and 1 of salt for 1 oijatt-barley.",0.8
purangbas,trades_with,humla,1,"The arrival of a caravan of Purangbas during my short stay in Yari was concrete proof of the resumption of bilateral trade between the people on both sides of the frontier, but I was unable to ascertain either the volume or the value of the goods brought by Purangbas to Humla.",0.8
yari,trades_with,taklakot,1,"From the end of May until snow blocks the Nara pass, which normally is open until December, they make several journeys to Taklakot, where they sell grain and buy salt, wool, sheep, Chinese cloth, matches and cigarettes.",0.8
yari,supplies,lower humla,1,"The Yari people pay for this not only in Tibetan salt, but also by the sale of livestock. They breed dzo and sell them to Purangbas as well as to Byansis and to Hindu villages of lower Humla north of the Margor pass, such as Thali and Ripa.",0.8
purangbas,migrates_through,nara pass,1,"The wool they bring from Taklakot is used entirely in Yari for spinning and weaving, but much of the salt is intended for resale to people from lower Humla villages, who regularly come to Yari bringing wheat, barley and rice. While in October the Purangbas come with sheep and goats to Yari, they told me that they would travel to Yalbang with yak because yak could negotiate the Nara pass even when the track was covered by a moderate amount of snow.",0.8
yari,governs,its own village,1,"Unlike the Bhotias of the villages lying further south and at a lesser elevation, the Yari people spend most of the year in their own village, and do not move to the middle-ranges during the cold season.",0.8
purangbas,trades_with,chinese authorities,1,"The Chinese authorities allow the Purangbas to pay for livestock in cash, but the buyer must obtain a permit from his village council...",0.9
yari people,trades_with,villagers of lower humla,1,"Many Yari people frequent the marts at Yalbang, Saina and Chala (see p. 256), and there barter salt for grain and occasionally butter.",0.85
yari,supplies,butter,1,Their consumption of butter in tea and its ritual use in butter-lamps exceeds production.,0.95
purangba residents,trades_with,money,1,The lamas do a little trade with the money they receive as fees for performing religious rites.,0.8
yari,connects_to,"trade-route towards bajura, bajang and acham",1,"...which includes also Tumikot, Munchu, Yangar, Yalbang and Chala. The latter, dominating the trade-route towards Bajura, Bajang and Acham...",0.95
yari,trades_with,tibet and the people of lower humla,1,"...they are not self-sufficient in grain, but can meet their requirements by trade with Tibet and the people of lower Humla.",0.85
purangbas,trades_with,humlis,1,"In 1972 about 100 Purangbas were expected, but unusually early snowfalls may have interfered with their plans.",0.8
humlis,supplies,grain,1,Grain and salt are traditionally measured by volume...,0.7
people of lower humla,trades_with,purangbas,1,The butter brought by people of lower Humla is either exchanged for wool or sold for cash.,0.8
chala,controls,route from humla valley to saina chaur,1,"It controls the route from the Humla valley to the Saina Chaur, the site of a trade-mart, and thence to Bajura and Acham.",0.8
purangbas,trades_with,chala people,1,Many Purang-bas went there to trade with the Chala people as well as with men from the Acham region.,0.85
tungma tsiring,trades_with,chinese trade-depot,1,He sold his barley to the Chinese trade-depot.,0.85
sheep-owners from chala,trades_with,acham,1,They barter it for grain and graze their animals in Acham.,0.8
traders of the panchsati group,trades_with,terai,1,Journeys to the middle-ranges and the Terai form an integral part of their operations.,0.9
local chetris,trades_with,rice,1,"he exchanged the salt at a rate of 1 : 1 for rice, which he stored...",0.8
kul bahadur sahi kalial,exchanges_for,salt,1,"Late in May he set out from Daragaon with three herdsmen, 1 horse and 100 sheep, and went at first as far as Yangar.",0.8
kul bahadur sahi kalial,trades_with,rice,1,He described the schedule of that year's journeys and trade-deals:...,0.8
thakuris,trades_with,byansis of darchula,1,"The cash required for this whole operation was obtained by selling rams to Byansis of Darchula, either in Bajura or earlier in the year in Taklakot.",0.85
thakuris,trades_with,taklakot,1,The very elaborate trading schedule of the Thakuris is remarkable for more than one reason.,0.8
thakuris,trades_with,acham,1,"Five out of seven Upadhya households trade with Taklakot and also with Acham, transporting grain and salt on dzo as well as on sheep.",0.8
upadhya brahmans,trades_with,taklakot,1,"Five out of seven Upadhya households trade with Taklakot and also with Acham, transporting grain and salt on dzo as well as on sheep.",0.8
upadhya brahmans,trades_with,acham,1,"Five out of seven Upadhya households trade with Taklakot and also with Acham, transporting grain and salt on dzo as well as on sheep.",0.8
hamal thakuris,trades_with,taklakot,1,Two Hamal households own sheep and these travel to Taklakot and to Acham.,0.8
hamal thakuris,trades_with,acham,1,Two Hamal households own sheep and these travel to Taklakot and to Acham.,0.8
chetris,trades_with,taklakot,1,Men who own no sheep go only to Taklakot to exchange grain for salt which they bring home carrying it on their backs.,0.8
chetris of thali,trades_with,taklakot,1,"The Chetris of Thali, a village one day’s journey below Chibro, still go with their sheep both to Taklakot and to Acham, where they exchange salt for rice and wheat, and graze their sheep during the winter months.",0.8
chetris of thali,trades_with,acham,1,"The Chetris of Thali, a village one day’s journey below Chibro, still go with their sheep both to Taklakot and to Acham, where they exchange salt for rice and wheat, and graze their sheep during the winter months.",0.8
chetris of unapani,trades_with,taklakot,1,"But the Chetris of Unapani, a large village rich in rice-lands, never take their sheep and goats to Acham, but go once a year to Taklakot bartering their own grain for salt...",0.8
farmers inhabiting the lower humla valley,depends_on,traders from panchsati and barthapale,1,"For traders from Panchsati and Barthapale regularly visit their villages, bringing salt and bartering it for locally grown grain.",0.8
"caravans of men, sheep and goats from the lower country",trades_with,places such as yalbang and yangar,1,"and they were interspersed by caravans of men, sheep and goats from the lower country carrying grain to be bartered for salt in places such as Yalbang and Yangar.",0.8
bhotias of panchsati and barthapale,transports_via,salt,1,"Large numbers of sheep and goats belonging to Bhotias of Panchsati and Barthapale, some carrying salt and others going empty, were on their way to the winter grazing grounds in die middle-ranges.",0.8
chetris of simikot,trades_with,bajura,1,Chetris of Simikot with 80 sheep were returning from Bajura where they had bartered salt for rice at the rate of 1:1.,0.8
raskot men,exchanges_for,grain,1,"They had gone to Saina Chaur, the site of a seasonal mart south of the Sankha pass, in the expectation that men from Chala and other Satthapale villages would meet them there with supplies of salt to be bartered for grain.",0.9
bhotias of humla,depends_on,winter pastures,1,Without such winter pastures the Bhotias of Humla as well as Thakuris and Chetris of many high valleys could not maintain their flocks of carrier sheep and goats which are an essential factor in their trading system.,0.85
traders,trades_with,tibetan salt,1,"Wherever they camp, be it only for a day, men spin and tease wool and women set up looms on which they weave blankets of the wool of their own sheep as well as cloth of the finer wool of chiang-lu obtained from Tibet.",0.8
bhotias of humla,exchanges_for,tibetan salt for rice,1,"If this were to happen the people of Humla, Bhotias and Thakuris alike, would no longer be able to barter Tibetan salt for rice even at par, and what surplus of rice existed in areas such as Acham and Raskot would presumably find its way south along the new lines of communication.",0.7
bhotias,trades_with,hindu villages in middle-ranges,1,"‘Then we were treated like kings and asked into all the houses of people anxious to buy our salt. Now people treat us as “dirty Bhotias” and don’t give us hospitality, even if they are still prepared to take some of our salt in exchange for grain.’",0.8
bhotias of humla,trades_with,taklakot and market-towns on indo-nepalese border,1,"Apart from their deep involvement in the conventional trade which ranges between Taklakot in the north and the market-towns on the Indo-Nepalese border, the Bhotias of Humla have even more far-flung contacts.",0.8
punarii dorje and his wife,trades_with,kalimpong,1,"In the winter of 1971 Punarii Dorje and his wife left Yakba with R500 and four sheep which they sold in Rajapur for R100 each. From Nepalganj they went by train to Kalimpong and there bought cloth for their own use, and the wife bought some Tibetan boots.",0.8
bhotias of kermi,trades_with,"benares, gorakhpur, and kathmandu",1,"The headman told me how in his youdi he and eleven of his co-villagers went in three consecutive years on pilgrimage to Benares, Gorakhpur and Kathmandu.",0.8
thakuri,regulates,land-holdings,1,He had taken on the position because the villagers paid him substantial fees in grain calculated according to the size of their land-holdings.,0.8
thakuris,administers,bhotia villages,1,Involvement of Thakuris in the administration of Bhotia villages is not confined to the function of lora.,0.8
thakuris,governs,certain thakuris,1,In the following section we shall discuss the authority wielded by certain Thakuris at greater length.,0.8
thakuris,trades_with,tibet,1,Today many Thakuris are engaged in the salt/grain-trade with Tibet and the middle-ranges of Nepal...,0.8
thakuris,controls,behaviour,1,By this criterion Thakuris and Bhotias certainly appear as clearly defined ethnic groups.,0.8
bhotias,controls,behaviour,1,By this criterion Thakuris and Bhotias certainly appear as clearly defined ethnic groups.,0.8
thakuris,regulates,dietary rules,1,"All those men who have undergone the initiation rite which entitles them to the wearing of the sacred thread (janai) observe strict dietary rules avoiding the eating of beef, pork, chicken and eggs and the drinking of all types of alcoholic beverages, and do not accept cooked food from the hands of anyone of a status other than that of Brahmans and Thakuris.",0.8
bhotias,regulates,dietary rules,1,"All those men who have undergone the initiation rite which entitles them to the wearing of the sacred thread (janai) observe strict dietary rules avoiding the eating of beef, pork, chicken and eggs and the drinking of all types of alcoholic beverages, and do not accept cooked food from the hands of anyone of a status other than that of Brahmans and Thakuris.",0.8
women,regulates,freedom of action,1,"All those men who have undergone the initiation rite which entitles them to the wearing of the sacred thread (janai) observe strict dietary rules avoiding the eating of beef, pork, chicken and eggs and the drinking of all types of alcoholic beverages, and do not accept cooked food from the hands of anyone of a status other than that of Brahmans and Thakuris. There are equally rigid rules restricting the freedom of action of women.",0.8
thakuris,trades_with,bhotias of middle-ranges,1,The Chetris with whom the Bhotias of Humla do have business relations are those living in the middle-ranges where the Humlis sell their salt and graze their sheep.,0.8
chetris,trades_with,"bhotias of simikot, nalla and the",1,"The Chetris of such Humla villages as Simikot, Nalla and The have even less contact with Bhotias than Thakuris.",0.7
bhotia traders,trades_with,chetris of middle-ranges,1,"Most of the Bhotia traders have ceremonial friends among the Chetris of such areas, and when they go to their houses they bring them gifts of salt or woollen cloth, and in return are fed for some days.",0.8
byansis,trades_with,tibet,1,The people of Humla are not the only traders to make their way to the entrepot of Taklakot and to exchange goods carried across the Himalayan ranges for the salt and wool of Tibet.,0.8
byansis,trades_with,nepal,1,"Many of the Nepalese Byansis were in the habit of travelling in the winter to Delhi, Calcutta and Kalimpong, and to purchase there such goods as boots, cloth, cigarettes and watches.",0.8
byansis,trades_with,india,1,"Many of the Nepalese Byansis were in the habit of travelling in the winter to Delhi, Calcutta and Kalimpong, and to purchase there such goods as boots, cloth, cigarettes and watches.",0.8
byansis,trades_with,tibetans,1,The Byansis take their name from the valley of Byans which lies immediately west of the Indo-Nepalese border and south-west of the Lipu pass leading from Almora district to Taklakot.,0.8
byansis,trades_with,indians,1,"The wool and livestock brought from Tibet were mainly sold to Indians and with the cash received the Byansis went to Pithoragarh in Almora which lies on a motor-road, and there they bought Indian salt at a low price.",0.8
byansis,exchanges_for,rice,1,"The salt was exchanged for rice, and their sheep were grazed on the harvested fields and in forest areas.",0.9
byansis,trades_with,traders of the karnali zone humla,1,The Byansis of Tinkar and Changru have a traditional link with Traders of the Karnali Zone Humla.,0.7
dangali khambas,trades_with,taklakot,1,"After spending the winter in Acham they come with caravans of carrier-sheep laden with cereals, to upper Humla, and from there go to trade in Taklakot.",0.8
dangali khambas,trades_with,chala,1,"The sheep and cattle graze in the care of the owner, men go on further trading journeys to Taklakot and later also to Chala.",0.8
dangali khambas,trades_with,saina chaur,1,"The salt obtained in Taklakot or purchased in upper Humla they take to the trade-mart at Saina Chaur south of Chala, and there barter it for grain.",0.8
dangali khambas,trades_with,yari,1,When on my way to Yari I passed a camp of Dangali Khambas...,0.8
roget,regulates,seas lee see,1,"23 ete TN phere, Seas LEE See 3 oo Sie f bet ty",0.8
sherpas and bhotias,depends_on,relationships of personal trust,1,Those Sherpas and Bhotias who travelled widely in Tibet were accustomed to a system of hospitality ideally suited to the needs of long-distance traders not only in need of shelter in an inclement climate but dependent for their business on relationships of personal trust established and strengthened by occasions for conviviality.,0.9
rais,trades_with,weekly market of namche bazar,1,"But these cultivators, exemplified by the Rais carrying baskets filled with rice to the weekly market of Namche Bazar...",0.8
chetri,monopolizes,grain-trade in the lower kali gandaki valley,1,"Why, we may well ask are there no Rai merchants who buy up the rice of their village, and deal with the great traders of Namche Bazar on equal terms, and why have Chetri counterparts of the merchant princes of Tukche not monopolized the grain-trade in the lower Kali Gandaki valley?",0.9
high-caste hindus,disputes,travel outside their home ground,1,"Moreover, high-caste Hindus, enmeshed in the net of family and caste obligations and bound by caste rules adding to the discomfort and hazard of travel outside their home ground, may well find the life of long-distance traders distasteful.",0.85
thakalis,trades_with,great trading families,1,"Content with their simple houses and the adequate supply of locally grown food grain they do not hanker after the luxury and artistic embellishment found in the houses of the great trading families of such Buddhist communities as Sherpas, Bhotias of Walonchung or Thakalis of Tukche.",0.9
bhotias,trades_with,tibetan trade-centre of taklakot,1,"Many Thakuris and Chetris are as deeply involved in the salt/grain-trade as any of their Bhotia neighbours. They spend several months every year travelling with caravans of sheep and goats between the Tibetan trade-centre of Taklakot, the middle-ranges of Nepal and often even the Terai.",0.9
thakuris,trades_with,bhotia neighbours,1,"Many Thakuris and Chetris are as deeply involved in the salt/grain-trade as any of their Bhotia neighbours. They spend several months every year travelling with caravans of sheep and goats between the Tibetan trade-centre of Taklakot, the middle-ranges of Nepal and often even the Terai.",0.9
humla,trades_with,tibet,1,"Though their trading pattern is fairly elaborate, it consists basically of a sequence of simple exchange transactions involving mainly cereals, salt and wool.",0.85
humla,trades_with,nepal,1,"Even when Tibet was still open to travelling traders neither the Bhotias nor the Thakuris and Chetris went much beyond Taklakot, and none of them ever made extensive trading expedi-tions into Tibet such as took many Sherpas to Lhasa, Shigatse and other towns.",0.8
newars,trades_with,tibet,1,"The trade between the towns of the Kathmandu valley and Tibet was for centuries in the hands of Newars, and many Newar traders of Uray caste were established in Lhasa and other Tibetan towns, where some of them intermarried with Tibetans.",0.9
thakalis,trades_with,newars,1,"Long-distance caravan trade makes great demands on the stamina and personal courage of the operators, and in both these qualities the Thakalis of the older generation surpassed the basically urban, comfort-loving and perhaps somewhat timid Newars.",0.8
thakalis,trades_with,sherpas,1,"The Sherpas and other Bhotias are the equals of the Thakalis in their indifference to the hardship of travel and willingness to spend long periods away from home, but they have one quality which militates against the building up and retention of great fortunes.",0.8
thakalis,trades_with,bhotias,1,"The Sherpas and other Bhotias are the equals of the Thakalis in their indifference to the hardship of travel and willingness to spend long periods away from home, but they have one quality which militates against the building up and retention of great fortunes.",0.8
sherpas,trades_with,thakalis,1,"None of the Sherpa traders of Khumbu have attained such a position, and even the one outstanding family of Solu centred in Paphlu, though wealthier than any other Sherpa family, did not achieve a political dominance comparable to that of the subba-fmnly of Tukche.",0.8
subba-fmnly of tukche,trades_with,sherpas,1,"None of the Sherpa traders of Khumbu have attained such a position, and even the one outstanding family of Solu centred in Paphlu, though wealthier than any other Sherpa family, did not achieve a political dominance comparable to that of the subba-fmnly of Tukche.",0.8
thakalis,trades_with,salt,1,"Thus, the salt/grain barter can be operated easily by egalitarian societies with constant and predictable needs and a fairly even standard of living.",0.8
newars,trades_with,salt,1,"Thus, the salt/grain barter can be operated easily by egalitarian societies with constant and predictable needs and a fairly even standard of living.",0.8
sherpa merchants,trades_with,tibetan luxury goods,1,The Sherpa merchants who took large numbers of yak/cattle cross-breeds to Tibet were able to sell them there for cash and use this for the purchase of Tibetan luxury goods in demand in Nepal.,0.8
thakali customs contractors,monopolizes,local salt-trade,1,The Thakali customs contractors who acquired the monopoly of the local salt-trade and dealt also in a wide range of Indian and Tibetan trade goods...,0.8
individual traders or small teams,negotiates_with,partner of his choice,1,"...each of the participants carries his own goods, and at the place of destination he seeks to conclude a deal on terms negotiated individually with a partner of his choice.",0.8
steward in charge of commerce,trades_with,...,1,During these journeys he acts in the same way as any trader doing business for his own benefit...,0.8
chinese officials,regulates,trade deals,1,The system of official trading stations established recently by the Chinese authorities... runs counter to the tradition that trade deals are transactions between individuals...,0.85
"sherpas, bhotias or thakalis",trades_with,...,1,There is no occasion when whole communities engage in ritual or other exchanges of a customary or even compulsory nature.,0.8
lamas or monasteries,supplies,donations,1,Donations offered to lamas or monasteries are free gifts for which no other return is expected...,0.85
trade partners,governs,ceremonial friendship,1,"The relationship between such friends, known as mit in Nepali and thouwu in Sherpa, is formally established between trade partners.",0.9
traders,depends_on,availability of a reasonable amount of cash,1,"A weekly market of the type now established at Namche Bazar depends for its operation on the availability of a reasonable amount of cash, and it would seem that in many parts of the northern borderlands the money in circulation is not sufficient to meet this condition.",0.85
thakalis,trades_with,tibetans,1,"At the height of their economic links with Tibet, Buddhist influence dominated, and this dominance expressed itself in the foundation of monasteries and nunneries and the construction of innumerable religious monuments.",0.8
thakali traders,trades_with,tibetan salt and wool,1,"The Magars, Gurungs and occasional Chetris and Brahmans whom the Thakalis encountered when bartering Tibetan salt and wool for grain were not representative of a civilization or social order superior to that of Thak Khola...",0.8
dolpo,connects_to,tibet,1,"The inaccessibility of their traditional grazing grounds in Tibet has limited the scope of their animal husbandry, and it is doubtful whether the alternative pastures south-west of Dolpo will ever prove a complete replacement for the lost Tibetan facilities.",0.85
dolpo,trades_with,tibet,1,The modest level of trade established after the period of almost complete disruption in the years 1959-62 is likely to enable the people of such areas as Dolpo and Mugu to survive without the need for a drastic restructuring of their economy.,0.8
thak khola,connects_to,tibet,1,"Most of the big Thakali traders have transferred their business to other parts of Nepal, and their great houses in Tukche are being looked after by caretakers or have been let to families from Baragaon or to Tibetan refugees.",0.9
tibet,connects_to,dolpo and mugu,1,The modest level of trade established after the period of almost complete disruption in the years 1959-62 is likely to enable the people of such areas as Dolpo and Mugu to survive without the need for a drastic restructuring of their economy.,0.85
trans-himalayan traders,trades_with,tibetan salt,1,the trans-Himalayan trade in salt and grain.,0.8
bhotia population,depends_on,grain,1,"high-altitude dwellers unable to live on the resources of their sparse habitat, such as the people of Dolpo, would be deprived of an essential pillar of their economy.",0.8
trans-himalayan traders,negotiates_with,tibetan partners in tibet,1,they and their former trading partners in Tibet require.,0.8
gova,administers,village,1,govas (Tib.) village-headman (in the usage of Bhotias of Humla),0.9
leader of gang of labourers or porters,administers,collection of land-tax in a village or group of villages,1,functionary in charge of the collection of land- tax in a village or group of villages.,0.8
upadhya,supplies,flour made of barley which has been roasted before being ground,1,"copper-plate inscribed with official order, painted scroll; usually depicting Buddhist divini-ties or saints. 3io Glossary thouwn (Sherpa) tsanipa (Tib.) ua (Nep.) Upadhya flour made of barley which has been roasted before being ground.",0.8
devuche monastery,governs,buddhist rituals,1,"9, 23, 29",0.8
"takayama, ryuzo",supplies,tibetans,1,,0.8
