Source,Target,MappedRelation,Circuit,Weight,Confidence,Score,RawRelations,SourceType,TargetType,Books,Evidence
ringmo,cultivated fields and potato plots,governs,Political economy,1.0,0.8,3.5431,governs,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"In the area known as Phoksumdo... there are cultivated fields; potatoes are grown at the lower, and barley at the higher village."
ringmo,murwa,trades_with,Commodity circuits,1.0,0.8,3.5931,trades_with,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"The rates at Ringmo, a village close to Murwa, were almost identical, but at Tibrikot different rates prevailed."
river,chokka-tagh,connects_to,Route/place circuits,1.0,0.9,5.1431,connects_to,LOCATION,CONCEPT,CentralAsia_Tibet_Vol1,"The river had looped round upon itself, so as to bring us once more within sound of the man's glad and light-hearted song."
river,desert,connects_to,Route/place circuits,1.0,0.8,4.9431,connects_to,LOCATION,CONCEPT,CentralAsia_Tibet_Vol1,"This day the river made only one bend, but that was a double one, like the letter S, with an island in the one loop and deposits of mud in the other."
river,lop country,connects_to,Route/place circuits,1.0,0.85,5.0931,connects_to,LOCATION,LOCATION,CentralAsia_Tibet_Vol1,and which became more pronounced the nearer we approached to the Lop country and the more insignificant the fall of the Tarim became.
river,masar-tagh,connects_to,Route/place circuits,1.0,0.95,5.2931,connects_to,LOCATION,CONCEPT,CentralAsia_Tibet_Vol1,"Sometimes we had the Masar-tagh, which we left the day before; but before night, the latter range became shrouded in the dust-haze and disappeared altogether from sight."
river,reed-beds,connects_to,Route/place circuits,1.0,0.8,4.8431,connects_to,LOCATION,CONCEPT,CentralAsia_Tibet_Vol1,...framed in on both sides by yellow lines of reed-beds...
river,salt lake,connects_to,Route/place circuits,1.0,0.8,4.8931,connects_to,LOCATION,COMMODITY,CentralAsia_Tibet_Vol1,"On the south we were stopped by the river, which ran from the evidently fresh-water lake into the salt-water one."
river,yugan-balik-kill (big fish lake),connects_to,Route/place circuits,1.0,0.95,5.2931,connects_to,LOCATION,LOCATION,CentralAsia_Tibet_Vol1,"The lake beside which we rested on that occasion was called Yugan-balik-kill (Big Fish Lake), and was fed by kivulets from the Yarkand-daria, to the right of which it lay."
river,mountains,depends_on,Commodity circuits,1.0,0.8,5.0931,depends_on,LOCATION,LOCATION,CentralAsia_Tibet_Vol1,"This meant, there had been a more copious influx of water from the mountains during the last twenty-four hours."
river,sandbanks,extracts_from,Commodity circuits,1.0,0.85,4.9931,extracts_from,LOCATION,CONCEPT,CentralAsia_Tibet_Vol1,"Two or three times we ran aground upon the submerged sandbanks, it being difficult to detect their presence owing to the crumpling of the surface by the wind."
river,karaul,governs,Political economy,1.0,0.7,4.5431,governs,LOCATION,CONCEPT,CentralAsia_Tibet_Vol1,Karaul stands at the point where the river makes the great bend to the south-east which takes it direct to Lopnor without any further tedious windings.
river,water for drinking and other purposes,supplies,Commodity circuits,1.0,0.95,5.2931,supplies,LOCATION,CONCEPT,CentralAsia_Tibet_Vol1,The water in the river was now so chilly that the men never jumped in if they could avoid it.
river sutlej,traders and others,supplies,Commodity circuits,1.0,0.0,1.0931,supplies,LOCATION,GROUP,Becoming_India,
road,water,depends_on,Commodity circuits,1.0,0.85,4.8431,depends_on,LOCATION,CONCEPT,CentralAsia_Tibet_Vol1,For now the road was for long stretches under water...
road to leh,"northerly direction, down past glacial lakelets",transports_via,Route/place circuits,1.0,0.0,1.0931,transports_via,LOCATION,LOCATION,Ladakh,
roads,travellers,governs,Political economy,1.0,0.9,4.0931,governs,LOCATION,CONCEPT,CentralAsia_Tibet_Vol1,"Asiatics consider it their duty to show a certain amount of gratitude towards their roads and tracks, and they do it by adding one or more stones to these pyramids as they pass them."
roads,hawalbag,transports_via,Route/place circuits,1.0,0.9,3.9931,transports_via,LOCATION,CONCEPT,Himalayan_Gazatteer,"The roads to Sorneswar, Binsar, and RhiLhet pass through Hawalbag, and the Kosi is crossed by a fine bridge on the cart-road and also by an iron suspension bridge."
robbers,tibetans,disputes,Political economy,1.0,0.8,6.9431,disputes,CONCEPT,GROUP,CentralAsia_Tibet_Vol2,"Our Tibetans asserted that they were robbers and had hidden themselves in some ravine, and they urged us to rout them out and shoot them."
rock salt,refined salt,supplies,Commodity circuits,1.0,0.8,3.6431,supplies,COMMODITY,COMMODITY,Salt_Industry_India,The brine is thus fit for direct treatment for manufacture of refined salt.
rock salt,railway,trades_with,Commodity circuits,1.0,0.6,3.1931,trades_with,COMMODITY,CONCEPT,Salt_Industry_India,...which the Railway would provide within the factory premises by means of siding.
ross,settlement,governs,Political economy,1.0,0.8,3.4931,governs,CONCEPT,CONCEPT,Himalayan_Gazatteer,Ross was deputed to revise the settlement...
royal nepal airlines corporation dc-3,pokhara,transports_via,Route/place circuits,1.0,0.95,4.1931,transports_via,LOCATION,CONCEPT,TransHimalayan_Traders_Fisher,We took the regularly scheduled Royal Nepal Airlines Corporation DC-3 to Pokhara.
ruler of the tract,servile groups,governs,Political economy,1.0,0.0,1.1931,governs,GROUP,GROUP,Becoming_India,
rupshu,salt,extracts_from,Commodity circuits,2.0,0.0,4.9986,extracts_from,LOCATION,COMMODITY,Rupshu,
rupshu,tso kar,extracts_from,Commodity circuits,2.0,0.0,2.2486,extracts_from,LOCATION,LOCATION,Rupshu,
rupshu,kharnak,supplies,Commodity circuits,1.0,0.0,1.7931,supplies,LOCATION,LOCATION,Rupshu,
rupshu,barley,trades_with,Commodity circuits,1.0,0.0,1.8931,trades_with,LOCATION,COMMODITY,Rupshu,
rupshu,dozum fair,trades_with,Commodity circuits,1.0,0.0,1.6431,trades_with,LOCATION,LOCATION,Rupshu,
rupshu,rice,trades_with,Commodity circuits,1.0,0.0,1.7931,trades_with,LOCATION,COMMODITY,Rupshu,
rupshu,spices,trades_with,Commodity circuits,1.0,0.0,1.6431,trades_with,LOCATION,COMMODITY,Rupshu,
rupshu,sugar,trades_with,Commodity circuits,1.0,0.0,1.6431,trades_with,LOCATION,COMMODITY,Rupshu,
rupshu,tea,trades_with,Commodity circuits,1.0,0.0,2.0431,trades_with,LOCATION,COMMODITY,Rupshu,
rupshu,tibet,trades_with,Commodity circuits,1.0,0.0,4.6431,trades_with,LOCATION,LOCATION,Rupshu,
rupshu nomads,"barley, wooden wares and other basic necessities",trades_with,Commodity circuits,1.0,0.8,3.5431,trades_with,GROUP,COMMODITY,TransformationProcessesInNomadicPastoralism,"They brought salt and borax previously collected from the salt lakes of western Tibet, as well as wool to Zanskar, Spiti and Lahaul, where they exchanged them for barley, wooden wares and other basic necessities (Rizvi 1999)."
russia,tibet,governs,Political economy,1.0,0.8,6.6931,governs,LOCATION,LOCATION,Memo_Relations_with_Tibet,O n  September 8th he saw the Foreign Board nho strongly denied that there was any agreement.
russia,tibetan authorities,negotiates_with,Political economy,1.0,0.8,3.7931,negotiates_with,LOCATION,GROUP,Memo_Relations_with_Tibet,"Many overtures, they told me, had been made on Lhe part of Russia to extcnd her commerce to the internal parts ol Tibet..."
russia,tibetans,negotiates_with,Political economy,1.0,0.8,7.0931,negotiates_with,LOCATION,GROUP,Memo_Relations_with_Tibet,"When we have obtained this access to Tibet, and acquired as much influence there as is required for keeping Russian influence at bay..."
russia,dalai lama,supplies,Commodity circuits,1.0,0.6,3.3431,supplies,LOCATION,PERSON,Memo_Relations_with_Tibet,"has gone to what a Tibetan would think an extreme length in writing autograph letters to the Czar and some of the high officials, and sending env0j.s to His Majesty."
russian authorities,islam,licenses,Political economy,1.0,0.8,3.4931,licenses,GROUP,CONCEPT,CentralAsia_Tibet_Vol2,"The Russian authorities had promised to allow him the privilege of wearing a gold embroidered khalat, in honour of the services he had rendered t o me ; this, and all other dignities and honours, he had forfeited by his arrogance and folly."
russian consul at urumchi,cigarettes,supplies,Commodity circuits,1.0,0.8,3.5431,supplies,PERSON,CONCEPT,CentralAsia_Tibet_Vol1,"a few hundred cigarettes which the Russian Consul at Urumchi had sent me four years before, but which only now reached their destination."
russian emperor,tibetans,governs,Political economy,1.0,0.8,6.8931,governs,PERSON,GROUP,Memo_Relations_with_Tibet,They have had Chinese Emperors sending armies to repel their enemies; and they think that the Russian Emperor will do something of the same kind...
russian government,concessions for mining rights,governs,Political economy,1.0,0.8,3.5431,governs,GROUP,CONCEPT,Memo_Relations_with_Tibet,A concession has already applied for a concession~i for mining rights and to construct a branch from the Siberian Railray to Tibet.
russian government,tibet,governs,Political economy,1.0,0.8,6.5431,governs,GROUP,LOCATION,Memo_Relations_with_Tibet,"They regarded Tibet as forming a part of the Chinese Empire, in the integrity which they look an interest."
russian men,tibet,trades_with,Commodity circuits,1.0,0.8,6.4931,trades_with,GROUP,LOCATION,CentralAsia_Tibet_Vol2,A large number of camels and other men were also on the road.
russians,tibetans,negotiates_with,Political economy,1.0,0.9,7.2931,negotiates_with,GROUP,GROUP,Memo_Relations_with_Tibet,"Apart from all questions of furthering trade facilities, we would be bound by the activity of the Russians in Tibet to demand access to the country."
r~i~naon district,bhainskhet,governs,Political economy,1.0,0.8,3.4931,governs,LOCATION,CONCEPT,Himalayan_Gazatteer,is situated in patti Malla TIkhlill and pargallah BArah~nandal of the R~i~naon district.
salt,barley,trades_with,Commodity circuits,1.0,0.0,4.2931,trades_with,COMMODITY,COMMODITY,Rupshu,
salt,grain-salt-rice circuit,trades_with,Commodity circuits,1.0,0.8,6.4431,trades_with,COMMODITY,CONCEPT,TransHimalayan_Traders_Fisher,Traded (see Grain-salt-rice circuit)
salt,semi-luxuries like tea and rice,trades_with,Commodity circuits,1.0,0.0,4.0431,trades_with,COMMODITY,COMMODITY,Ladakh,
salt lakes,salt,trades_with,Commodity circuits,1.0,0.0,4.0431,trades_with,LOCATION,COMMODITY,Ladakh,
salt mines,water of salt lakes,extracts_from,Commodity circuits,1.0,0.9,3.9431,extracts_from,COMMODITY,COMMODITY,Report_On_Tibet_1903,"Salt is found in great quantities on the Chang Tang, where it is obtained by the evaporation of the water of the numerous salt lakes of that region."
salt production,tsakhalho: salt production and the preservation of a catholic church,supplies,Commodity circuits,1.0,0.9,3.7931,supplies,COMMODITY,COMMODITY,Santiago_Lazcano,"In 'China's Tibet, 2008.4, Vol.'"
sampo singhi,argol (yak-dung),supplies,Commodity circuits,1.0,0.8,3.5431,supplies,CONCEPT,COMMODITY,CentralAsia_Tibet_Vol2,"The Lama brought a bagful of it with him ; and it was a good thing he did, for our own supply was so wet that we should hardly have been able to make a fire without it."
sampo singhi,blue chinese cloth,trades_with,Commodity circuits,1.0,0.8,3.5431,trades_with,CONCEPT,COMMODITY,CentralAsia_Tibet_Vol2,"We had brought with us two bundles of this cloth expressively for purposes of barter, and Sampo Singhi complacently assured us he would be satisfied with one of these."
sand-dune,river,connects_to,Route/place circuits,1.0,0.0,2.4431,connects_to,CONCEPT,LOCATION,CentralAsia_Tibet_Vol1,"The sand-dune of Karaul-dung, which was about 35 feet high and covered with tamarisks and tussocks of grass, rose steeply on the very brink of the river,"
satyagrahis,"karsog, the second most important place in suket",governs,Political economy,1.0,0.0,1.1431,governs,CONCEPT,LOCATION,Becoming_India,
satyagrahis,"mandi, simla and suket’s northern tip, tattapani",transports_via,Route/place circuits,1.0,0.0,1.1431,transports_via,CONCEPT,LOCATION,Becoming_India,
shagdur,mongol encampments,connects_to,Route/place circuits,1.0,0.8,3.8431,connects_to,CONCEPT,CONCEPT,CentralAsia_Tibet_Vol2,"Before I was called the next morning, the men had already hunted out two or three Mongol encampments farther on."
shagdur,doctor shawe,depends_on,Commodity circuits,1.0,0.9,4.1431,depends_on,CONCEPT,CONCEPT,CentralAsia_Tibet_Vol2,Doctor Shawe diagnosed it as typhoid fever.
shagdur,river tsangar-shar,extracts_from,Commodity circuits,1.0,0.8,3.8931,extracts_from,CONCEPT,LOCATION,CentralAsia_Tibet_Vol2,"Shagdur and Chernoff especially distinguished themselves as anglers, and time after time brought me a bunch of beautiful fish, frozen as hard as a stone."
shagdur,party,governs,Political economy,1.0,0.7,3.5431,governs,CONCEPT,CONCEPT,CentralAsia_Tibet_Vol2,"Shagdur played his part splendidly, and I think I may say I acted mine not amiss."
shagdur,rice and ice,supplies,Commodity circuits,1.0,0.8,3.8431,supplies,CONCEPT,COMMODITY,CentralAsia_Tibet_Vol2,"Obtaining from Faisullah a small supply of rice and ice, Shagdur..."
shagdur,mongols,trades_with,Commodity circuits,1.0,0.8,3.8431,trades_with,CONCEPT,GROUP,CentralAsia_Tibet_Vol2,"The first place we camped at was called Yiggdelik-tokai, on the left bank of the Charkhlik-su."
shagdur,cossacks,transports_via,Route/place circuits,1.0,0.5,3.2931,transports_via,CONCEPT,GROUP,CentralAsia_Tibet_Vol2,"The Buriats, like true soldiers, had obeyed orders. They knew that they were never to do anything without written or verbal orders from myself..."
shamma,barley,trades_with,Commodity circuits,1.0,0.0,1.7931,trades_with,PERSON,COMMODITY,Ladakh,
shamma,chang-pa,trades_with,Commodity circuits,1.0,0.0,1.6931,trades_with,PERSON,GROUP,Ladakh,
shamma,chang-thang sheep's wool,trades_with,Commodity circuits,1.0,0.0,1.5431,trades_with,PERSON,COMMODITY,Ladakh,
shamma,dried apricots,trades_with,Commodity circuits,1.0,0.0,1.5931,trades_with,PERSON,COMMODITY,Ladakh,
shamma,grain,trades_with,Commodity circuits,1.0,0.0,2.3931,trades_with,PERSON,COMMODITY,Ladakh,
shamma,in srinagar or leh,trades_with,Commodity circuits,1.0,0.0,1.5431,trades_with,PERSON,LOCATION,Ladakh,
shamma,leh area merchants,trades_with,Commodity circuits,1.0,0.0,1.5431,trades_with,PERSON,GROUP,Ladakh,
shamma,pashm,trades_with,Commodity circuits,1.0,0.0,1.7431,trades_with,PERSON,COMMODITY,Ladakh,
shamma,rudok,trades_with,Commodity circuits,1.0,0.0,1.5431,trades_with,PERSON,LOCATION,Ladakh,
shamma,tibet baqals,trades_with,Commodity circuits,1.0,0.0,1.6431,trades_with,PERSON,GROUP,Ladakh,
shashkak,river,connects_to,Route/place circuits,1.0,0.8,4.8431,connects_to,CONCEPT,LOCATION,CentralAsia_Tibet_Vol1,"The place was inhabited by four shepherds and their families, who owned some two hundred sheep, in addition to goats and cattle. Besides that, they cultivated the ground, and grew maize and wheat, their fields being watered by an artificial canal led out of the river below Besh-koll."
sheep,caravans,depends_on,Commodity circuits,1.0,0.9,4.0931,depends_on,COMMODITY,CONCEPT,TransformationProcessesInNomadicPastoralism,"when wool and flocks were traded at a good price for grain, have seen their number decrease over the years to the benefit of goats"
sheep,"grain, salt, and borrr",transports_via,Route/place circuits,1.0,0.7,3.4931,transports_via,COMMODITY,COMMODITY,Himalayan_Gazatteer,"Sheep and goats serve as the means of transport for nearly the whole of the grain, salt, and borrr..."
sheep and goats,"wool, blankets, sweaters, mufflers, and other woolen goods",trades_with,Commodity circuits,1.0,0.8,3.6431,trades_with,COMMODITY,COMMODITY,TransHimalayan_Traders_Fisher,"But over the years grain has been exchanged for products of these animals such as wool, blankets, sweaters, mufflers, and other woolen goods..."
sheep and goats,saddle-bags,transports_via,Route/place circuits,1.0,0.0,1.2431,transports_via,COMMODITY,CONCEPT,Rupshu,
sheep-owners from chala,acham,trades_with,Commodity circuits,1.0,0.8,3.6931,trades_with,COMMODITY,CONCEPT,Traders_in_Highland_Nepal,They barter it for grain and graze their animals in Acham.
shen-shen or lau-lan,tun-huang,connects_to,Route/place circuits,1.0,0.8,3.5431,connects_to,CONCEPT,CONCEPT,CentralAsia_Tibet_Vol2,"From Shen-shen or Lau-lan to Tun-huang, about 17 marches, 1.500 li ;"
shepherds,the sheep,controls,Political economy,1.0,0.8,3.6431,controls,GROUP,COMMODITY,CentralAsia_Tibet_Vol1,"The shepherds say, that if a wolf only just touches a sheep, the animal will die of fright ; and once wolves set upon a flock they will destroy it to the last sheep, unless interrupted."
shepherds,fumigation of juniper to buddhist divinities and tutelary spirits,supplies,Commodity circuits,1.0,0.0,1.2431,supplies,GROUP,CONCEPT,Salt_routes_and_barter_caravans_in_the_H,
shepherds,sheep,supplies,Commodity circuits,1.0,0.9,4.1931,supplies,GROUP,COMMODITY,CentralAsia_Tibet_Vol2,"At intervals there were big flocks of sheep with their shepherds, but no dogs ; these were all kept beside the tents."
shepherds,salt,trades_with,Commodity circuits,1.0,0.8,6.5931,trades_with,GROUP,COMMODITY,CentralAsia_Tibet_Vol1,The Mollah said they were fires made by the shepherds to scare tigers and wolves away from their flocks.
shereb lama,kum-koll,depends_on,Commodity circuits,1.0,0.8,3.5931,depends_on,PERSON,CONCEPT,CentralAsia_Tibet_Vol2,"He would then be like Hercules at the parting of the ways : on the one hand he could return to his quiet and peaceful cell in the monastery at Kara-shahr ; on the other hand, he would have to make up his mind to face many remarkable, if not perilous, experiences."
shereb lama,tibetans,disputes,Political economy,1.0,0.8,6.9431,disputes,PERSON,GROUP,CentralAsia_Tibet_Vol2,"engages Shereb Lama, ii. 195"
sherpa,animal husbandry,depends_on,Commodity circuits,1.0,0.9,4.2431,depends_on,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"Indeed it is likely that long before there was a trade in cross-breeds, Sherpas depended on animal husbandry for a substantial part of their subsistence."
sherpa,tanners,depends_on,Commodity circuits,1.0,0.9,4.2431,depends_on,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,They are treated with salt and softened with fat and are then trodden under foot to make them flexible.
sherpa,butter,supplies,Commodity circuits,1.0,0.8,4.1931,supplies,CONCEPT,COMMODITY,Traders_in_Highland_Nepal,The main effort of all cattle-owners is directed towards the production of butter.
sherpa,sher-kam,supplies,Commodity circuits,1.0,0.6,3.3431,supplies,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,The remaining butter-milk is either drunk or boiled until it becomes solid and forms a kind of dry cheese known as sherkam.
sherpa,madder,trades_with,Commodity circuits,1.0,0.75,3.8431,trades_with,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"with this money they bought some cotton clothes for themselves, as well as unrefined sugar, some sugar candy and a load of madder"
sherpa,madder (tso),trades_with,Commodity circuits,1.0,0.75,3.7931,trades_with,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,which grows in warmer regions such as Kharikhola to the south of Pharak
sherpa,maize or millet,trades_with,Commodity circuits,1.0,0.8,3.9431,trades_with,CONCEPT,COMMODITY,Traders_in_Highland_Nepal,"got for 1 measure of salt, 3 to 4 of maize or millet at Kharikhola"
sherpa,sugar candy,trades_with,Commodity circuits,1.0,0.75,3.7931,trades_with,CONCEPT,COMMODITY,Traders_in_Highland_Nepal,"with this money they bought some cotton clothes for themselves, as well as unrefined sugar, some sugar candy and a load of madder"
sherpa,unrefined sugar (ghuv),trades_with,Commodity circuits,1.0,0.8,3.9431,trades_with,CONCEPT,COMMODITY,Traders_in_Highland_Nepal,"Unrefined sugar, which the Sherpas brought from lowland Nepal or India, could be exchanged for an equal weight of wool"
sherpa,wool,trades_with,Commodity circuits,1.0,0.8,4.3931,trades_with,CONCEPT,COMMODITY,Traders_in_Highland_Nepal,1 to 2 lbs of wool were given for 2 lbs of madder
sherpa merchants,tibetan luxury goods,trades_with,Commodity circuits,1.0,0.8,3.5431,trades_with,GROUP,COMMODITY,Traders_in_Highland_Nepal,The Sherpa merchants who took large numbers of yak/cattle cross-breeds to Tibet were able to sell them there for cash and use this for the purchase of Tibetan luxury goods in demand in Nepal.
sherpa merchants,tibetans,trades_with,Commodity circuits,1.0,0.8,6.9431,trades_with,GROUP,GROUP,Traders_in_Highland_Nepal,"This trade was based on the import of young female yak from Tibet, and the sale of Khumbu-bom cross-breeds to Tibetans..."
sherpa traders,chinese officials,trades_with,Commodity circuits,1.0,0.8,3.5931,trades_with,GROUP,GROUP,Traders_in_Highland_Nepal,"...they are not allowed to trade with Tibetans, but they may deal only with Chinese officials, who have to employ Tibetan interpreters."
sherpa women,tea and home-brewed beer,trades_with,Commodity circuits,1.0,0.8,3.4931,trades_with,GROUP,COMMODITY,Traders_in_Highland_Nepal,Two Sherpa women moreover seized the opportunity of catering for the needs of the Japanese supervisors and Nepali craftsmen camping on the site. They opened a stall where they sold tea and home-brewed beer and on good days their takings were as much as R60-70 though at times they dropped to as little as Rio-15.
sherpas,"mating of male yak and cows, or female yak and khirkoo bulls",controls,Political economy,1.0,0.8,5.1931,controls,CONCEPT,COMMODITY,Traders_in_Highland_Nepal,"As the male cross-breeds are infertile, the breeders must maintain a stock of pure yak as well as of ordinary cattle, and arrange for the controlled mating of male yak and cows, or female yak and khirkoo bulls."
sherpas,cultivation of potatoes and meadows,depends_on,Commodity circuits,1.0,0.9,5.4931,depends_on,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"Without the need to tend potato plots and meadows, and to store their produce the Sherpas would be no more in need of subsidiary permanent houses than the Bhotias of Dolpo or Lo."
sherpas,herdsmen,depends_on,Commodity circuits,1.0,0.8,5.1931,depends_on,CONCEPT,GROUP,Traders_in_Highland_Nepal,Several Sherpas who used to own herds of yak told me that they had switched to the keeping of cross-breeds because they lacked the men to look after the yak in the high pastures.
sherpas,local timber resources,depends_on,Commodity circuits,1.0,0.8,5.1931,depends_on,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,the Sherpas are conscious of the diminishment of local timber resources without being able to stop the inroads into forests
sherpas,window glass,depends_on,Commodity circuits,1.0,0.8,5.1931,depends_on,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"Laden porters take some fifteen days for the trip from Kathmandu to Khumbu, and window glass, which has to be carried carefully, is hence still a relatively expensive commodity."
sherpas,chinese rulers of tibet,disputes,Political economy,1.0,0.85,5.4431,disputes,CONCEPT,LOCATION,Traders_in_Highland_Nepal,The export of female yak from Tibet is forbidden and the Chinese rarely permit Sherpas to sell male cross-breeds.
sherpas,tibet,disputes,Political economy,1.0,0.8,8.1931,disputes,CONCEPT,LOCATION,Traders_in_Highland_Nepal,the dwindling of the trade with Tibet has deprived Sherpas of the possibility of making at a stroke large profits which could be used for the purchase of houses.
sherpas,yak blood,extracts_from,Commodity circuits,1.0,0.8,5.1931,extracts_from,CONCEPT,COMMODITY,Traders_in_Highland_Nepal,"The operation is comparatively simple, though skill and a steady hand are required. A rope is then fastened tightly round the animal's neck, and the operator pierces the artery with a sharp, iron instrument resembling a small skewer."
sherpas,agricultural operations,governs,Political economy,1.0,0.8,5.1931,governs,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"The result is a highly economic employment of the manpower available for agricultural work, and a level of food production which assures every inhabitant of Khumbu a more than adequate supply of basic foodstuffs throughout the year."
sherpas,birth of calves in april and may,governs,Political economy,1.0,0.8,5.1931,governs,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"Control of mating also insures, as far as possible, the birth of calves in April and May, when their chances of survival and healthy growth are best."
sherpas,hearth,governs,Political economy,1.0,0.8,5.1931,governs,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"The hearth consists of a square of hardened clay let into the wooden floor-boards and an elevated clay-structure built against the front wall, where cooking pots can be kept warm."
sherpas,labour market,governs,Political economy,1.0,0.8,5.1931,governs,CONCEPT,LOCATION,Traders_in_Highland_Nepal,"By 1972 agricultural wages had caught up with those paid by contractors (see p. 91), but as in that year I did not visit Khumbu I had no opportunity to observe the effect of this development on the labour market."
sherpas,village-communities,governs,Political economy,1.0,0.9,5.4931,governs,CONCEPT,GROUP,Traders_in_Highland_Nepal,The system worked well at a time when the village-communities were largely self-contained and contacts with outsiders were slight.
sherpas,yak population,governs,Political economy,1.0,0.8,5.1931,governs,CONCEPT,GROUP,Traders_in_Highland_Nepal,"In Solu many calves of cross-breeds are deliberately starved and allowed to die, because their value is small and cattle-owners want to utilize the mothers’ entire yield of milk."
sherpas,timber for jyemz-houses,licenses,Political economy,1.0,0.85,5.3431,licenses,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"Moreover, solid and permanent houses for herdsmen are un-known not only in Dolpo, but also in Thak Khola... Sherpas too have to bring the timber required for the construction ofjyemz-houses from a distance of one or two days’ journey."
sherpas,movements of goods from namche bazar across the nangpa la to kyabrak,monopolizes,Political economy,1.0,0.9,5.4931,monopolizes,CONCEPT,COMMODITY,Traders_in_Highland_Nepal,The Sherpas of Khumbu had virtually a monopoly on the movements of goods from Namche Bazar across the Nangpa La to Kyabrak...
sherpas,chinese rulers of tibet,negotiates_with,Political economy,1.0,0.8,5.2931,negotiates_with,CONCEPT,LOCATION,Traders_in_Highland_Nepal,The Chinese do not allow the transit of men and cattle from Khumbu to the Sherpas' old markets in Western Nepal.
sherpas,mountaineering expeditions,negotiates_with,Political economy,1.0,0.8,5.2431,negotiates_with,CONCEPT,LOCATION,Traders_in_Highland_Nepal,"Sherpas working for mountaineering expeditions have occasionally the chance to bring window-panes by air as far as Lukla, an airstrip less than two days’ walk from Khumjung, and this facility, enjoyed free in some cases, has contributed to the spread of glass windows in the home villages of prominent climbers."
sherpas,casual labourers,supplies,Commodity circuits,1.0,0.9,5.4931,supplies,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"As this pool of labour is not being replenished by new arrivals, Sherpas have to do without large numbers of casual labourers..."
sherpas,copper and brass vessels,supplies,Commodity circuits,1.0,0.9,5.4931,supplies,CONCEPT,COMMODITY,Traders_in_Highland_Nepal,"The Sherpas cook mainly in iron pots and pans, and use copper and brass vessels for storing water."
sherpas,food and drink,supplies,Commodity circuits,1.0,0.8,5.2431,supplies,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"One or more low tables stand in front of this bench, and all food and drink served to men of the house and male guests is placed on these tables."
sherpas,hay,supplies,Commodity circuits,1.0,0.8,5.2431,supplies,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,Hay is sold for i rupee per 6 lbs and at times the price of 2 lbs of hay may even rise to i rupee.
sherpas,iron pots and pans,supplies,Commodity circuits,1.0,0.9,5.4931,supplies,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"The Sherpas cook mainly in iron pots and pans, and use copper and brass vessels for storing water."
sherpas,potatoes,supplies,Commodity circuits,1.0,0.9,5.4931,supplies,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"Potatoes planted at such altitudes ripen earlier than those on the fields of the main villages, and this enables the Sherpas to spread the agricultural work over a longer period, and have new supplies of their basic food several weeks before the main harvest."
sherpas,kathmandu,trades_with,Commodity circuits,1.0,0.7,5.0931,trades_with,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,Several enterprising Sherpas combined to charter planes for the transport of rice and wheat-flour from Kathmandu to Lukla.
sherpas,kathmandu valley,trades_with,Commodity circuits,1.0,0.8,5.1931,trades_with,CONCEPT,LOCATION,Traders_in_Highland_Nepal,"Some of them found these in work for tourists, while others developed trade with the Kathmandu valley."
sherpas,rais,trades_with,Commodity circuits,2.0,0.85,5.8486,trades_with,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"The earnings of Sherpas from the tourist trade, which will be discussed presently, have given much of the Sherpa economy a money base and this in turn finds expression in the operation of a weekly market in Namche Bazar. | many Sherpas have ceremonial friends among the Rais who are their traditional partners in the exchange of salt for grain."
sherpas,regions of lesser altitude,trades_with,Commodity circuits,1.0,0.8,5.1931,trades_with,CONCEPT,LOCATION,Traders_in_Highland_Nepal,"No pot-making of any kind takes place in Khumbu, and such pots as the Sherpas require have to be brought from regions of lesser altitude."
sherpas,thakalis,trades_with,Commodity circuits,1.0,0.8,6.2431,trades_with,CONCEPT,CONCEPT,Traders_in_Highland_Nepal,"None of the Sherpa traders of Khumbu have attained such a position, and even the one outstanding family of Solu centred in Paphlu, though wealthier than any other Sherpa family, did not achieve a political dominance comparable to that of the subba-fmnly of Tukche."
