Book,Source,RawRelation,Target,Action,Reason
Gutenberg_EBook,wandla valley,CONTRACTED,into a rocky ravine,drop,legacy row without strict relation mapping
Gutenberg_EBook,stream,HAD TO BE FORDED,very frequently,drop,legacy row without strict relation mapping
Gutenberg_EBook,ravine,WAS,free of difficulty,drop,legacy row without strict relation mapping
Gutenberg_EBook,open valley,JOINED,at a right angle,drop,legacy row without strict relation mapping
Gutenberg_EBook,corydalis,OCCURRED,sparingly,drop,legacy row without strict relation mapping
Gutenberg_EBook,güldenstädtia cuneata,WAS COMMON,here and there,drop,legacy row without strict relation mapping
Gutenberg_EBook,myricaria,GREW,in the gravelly channel,drop,legacy row without strict relation mapping
Gutenberg_EBook,ravine,DESCENDED,another valley on its north side,drop,legacy row without strict relation mapping
Gutenberg_EBook,willow-bushes,GREW,somewhat green,drop,legacy row without strict relation mapping
Gutenberg_EBook,lamayuru village and monastery,LAY,in another ravine,drop,legacy row without strict relation mapping
Gutenberg_EBook,road,JOINED,from kashmir by dras to ladak,drop,legacy row without strict relation mapping
Gutenberg_EBook,the road,DESCENDED,with great rapidity,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,REACHED,the wandla stream,drop,legacy row without strict relation mapping
Gutenberg_EBook,the wandla stream,WAS,left in the morning,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,FOLLOWED,the banks of that river through a winding rocky valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,the indus,WAS,not seen till close at hand,drop,legacy row without strict relation mapping
Gutenberg_EBook,the valley of the indus,WAS,very barren,drop,legacy row without strict relation mapping
Gutenberg_EBook,the mountains,STOOD,on both sides,drop,legacy row without strict relation mapping
Gutenberg_EBook,a stony platform,LAY,between the mountains and the river,drop,legacy row without strict relation mapping
Gutenberg_EBook,my road,LAY,for about three miles up the river,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,CROSSED,to the right side of the river,drop,legacy row without strict relation mapping
Gutenberg_EBook,the village of kalatze,IS,commonly pronounced as kalsi,drop,legacy row without strict relation mapping
Gutenberg_EBook,the clay-slate rock,BECAME,much indurated,drop,legacy row without strict relation mapping
Gutenberg_EBook,this rock,IS,"very similar to, and probably identical with, that of the giah ravine north of the tunglung pass, and of the upper indus",drop,legacy row without strict relation mapping
Gutenberg_EBook,a modern conglomerate,RESTED,unconformably upon the more ancient rock,drop,legacy row without strict relation mapping
Gutenberg_EBook,my tent,WAS LOCATED AT AN ELEVATION OF,"10,400 feet",drop,legacy row without strict relation mapping
Gutenberg_EBook,the bed of the river,WAS NOT MUCH ABOVE,"10,000 feet",drop,legacy row without strict relation mapping
Gutenberg_EBook,the cultivated lands,LIE ON THE TOP OF A THICK PLATFORM OF ALLUVIUM,through which the river has excavated a deep broad channel,drop,legacy row without strict relation mapping
Gutenberg_EBook,fruit-trees,WERE ABUNDANT,"chiefly apricots; but there was no deficiency of apples, pears, walnuts, and mulberries",drop,legacy row without strict relation mapping
Gutenberg_EBook,a clematis,GREW,over bushes,drop,legacy row without strict relation mapping
Gutenberg_EBook,shrubby ballota,COVERED,the walls,drop,legacy row without strict relation mapping
Gutenberg_EBook,iris,GREW,along the water-courses,drop,legacy row without strict relation mapping
Gutenberg_EBook,vaccaria,BEING PLENTIFUL,in the fields among the corn,drop,legacy row without strict relation mapping
Gutenberg_EBook,silene conoidea,BEING PLENTIFUL,in the fields among the corn,drop,legacy row without strict relation mapping
Gutenberg_EBook,stellaria media,BEING PLENTIFUL,in the fields among the corn,drop,legacy row without strict relation mapping
Gutenberg_EBook,malva rotundifolia,BEING PLENTIFUL,in the fields among the corn,drop,legacy row without strict relation mapping
Gutenberg_EBook,convolvulus arvensis,BEING PLENTIFUL,in the fields among the corn,drop,legacy row without strict relation mapping
Gutenberg_EBook,nepeta floccosa,WAS PREVALENT,on these platforms,drop,legacy row without strict relation mapping
Gutenberg_EBook,hyoscyamus,WAS PRESENT,on these platforms,drop,legacy row without strict relation mapping
Gutenberg_EBook,güldenstädtia,WAS PRESENT,on these platforms,drop,legacy row without strict relation mapping
Gutenberg_EBook,corydalis,WAS PRESENT,on these platforms,drop,legacy row without strict relation mapping
Gutenberg_EBook,matthiola,WAS PRESENT,on these platforms,drop,legacy row without strict relation mapping
Gutenberg_EBook,astragali,WERE PREVALENT,on these platforms,drop,legacy row without strict relation mapping
Gutenberg_EBook,cruciferæ,WERE PRESENT,on these platforms,drop,legacy row without strict relation mapping
Gutenberg_EBook,artemisiæ,WERE PRESENT,on these platforms,drop,legacy row without strict relation mapping
Gutenberg_EBook,stipa,WAS COMMON,as a grass,drop,legacy row without strict relation mapping
Gutenberg_EBook,crops and fruit-trees,WERE AS AT KALATZE,in the cultivated lands,drop,legacy row without strict relation mapping
Gutenberg_EBook,barley,WAS NEARLY RIPE,in the cultivated lands,drop,legacy row without strict relation mapping
Gutenberg_EBook,common bean,SEEMED A GOOD DEAL CULTIVATED,usually intermixed with wheat,drop,legacy row without strict relation mapping
Gutenberg_EBook,lathyrus sativus,WAS A COMMON CROP,in the cultivated lands,drop,legacy row without strict relation mapping
Gutenberg_EBook,boulders of granite,WERE ABUNDANT,in the alluvium and on the surface of the platforms,drop,legacy row without strict relation mapping
Gutenberg_EBook,nimo,LOCATION,location/country,drop,legacy row without strict relation mapping
Gutenberg_EBook,saspola,LOCATION,location/citytown,drop,legacy row without strict relation mapping
Gutenberg_EBook,indus,RIVER,geography/river,drop,legacy row without strict relation mapping
Gutenberg_EBook,conglomerate,ROCK_TYPE,geology/geological_formation,drop,legacy row without strict relation mapping
Gutenberg_EBook,granite boulders,OCCURRENCE,geology/geological_formation,drop,legacy row without strict relation mapping
Gutenberg_EBook,water,ACTION,meteorology/forecast_zone,drop,legacy row without strict relation mapping
Gutenberg_EBook,mountain range,LOCATION,geography/mountain_range,drop,legacy row without strict relation mapping
Gutenberg_EBook,snow,OCCURRENCE,weather/weather_condition,drop,legacy row without strict relation mapping
Gutenberg_EBook,bazgo village,LOCATION,location/citytown,drop,legacy row without strict relation mapping
Gutenberg_EBook,indus river,JUNCTION,geography/river,drop,legacy row without strict relation mapping
Gutenberg_EBook,zanskar river,JUNCTION,geography/river,drop,legacy row without strict relation mapping
Gutenberg_EBook,le village,LOCATION,location/citytown,drop,legacy row without strict relation mapping
Gutenberg_EBook,plain,LOCATION,geography/plain,drop,legacy row without strict relation mapping
Gutenberg_EBook,indus,BANK,plain,drop,legacy row without strict relation mapping
Gutenberg_EBook,pitak,VILLAGE,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,le,TOWN,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,indus,ELEVATION,"10,500 feet above the level of the sea",drop,legacy row without strict relation mapping
Gutenberg_EBook,pitak,LOCATION,isolated hill,drop,legacy row without strict relation mapping
Gutenberg_EBook,le,LOCATION,low hill at the upper corner of a wide open valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,indus,SIZE,very much less than it had been below the junction of the river of zanskar,drop,legacy row without strict relation mapping
Gutenberg_EBook,le,ELEVATION,at least 1300 feet higher,drop,legacy row without strict relation mapping
Gutenberg_EBook,apricot,CULTIVATED,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,water,CONVEYED,"cultivated lands in deeply-cut canals or trenches, faced with walls of stone",drop,legacy row without strict relation mapping
Gutenberg_EBook,meadows,LOCATED,along the banks of the river,drop,legacy row without strict relation mapping
Gutenberg_EBook,chenopodiaceæ,ABUNDANT,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,labiatæ,ABUNDANT,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,artemisiæ,ABUNDANT,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,boragineæ,DRIED UP AND DISAPPEARED,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,thalictrum,COMING INTO FLOWER,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,silene,COMING INTO FLOWER,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,heracleum,COMING INTO FLOWER,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,veronica beccabunga,ABUNDANT,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,anagallis,ABUNDANT,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,limosella,ABUNDANT,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,pedicularis,ABUNDANT,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,captain strachey,MET,at le,drop,legacy row without strict relation mapping
Gutenberg_EBook,road,LIE,valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,cicer and statice,EXIST,mountain side,drop,legacy row without strict relation mapping
Gutenberg_EBook,astragali,EXIST,lower slopes,drop,legacy row without strict relation mapping
Gutenberg_EBook,alpine plants,BELONG_TO,"genera corydalis, elsholtzia, potentilla, and draba",drop,legacy row without strict relation mapping
Gutenberg_EBook,i,ENCAMP,"15,700 feet, level piece of ground",drop,legacy row without strict relation mapping
Gutenberg_EBook,path,LIE,stream,drop,legacy row without strict relation mapping
Gutenberg_EBook,aster and poppy,EXIST,green turf along stream margin,drop,legacy row without strict relation mapping
Gutenberg_EBook,primula,EXIST,frozen mud among granite boulders,drop,legacy row without strict relation mapping
Gutenberg_EBook,snow,EXIST,top of the ascent,drop,legacy row without strict relation mapping
Gutenberg_EBook,crest of pass,BE,narrow ridge of large spheres of granite,drop,legacy row without strict relation mapping
Gutenberg_EBook,ridge,CONTINUE,for some distance,drop,legacy row without strict relation mapping
Gutenberg_EBook,view,EMBRACE,great extent of snowy mountains and indus valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,kardong,LOCATION,"13,500 feet",drop,legacy row without strict relation mapping
Gutenberg_EBook,karsar,LOCATION,bank of the shayuk river,drop,legacy row without strict relation mapping
Gutenberg_EBook,shayuk river,LOCATION,karsar,drop,legacy row without strict relation mapping
Gutenberg_EBook,alluvial boulder clay,OCCURRENCE,valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,ravines,JOIN,main valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,road,DESCEND,cliffs of clay,drop,legacy row without strict relation mapping
Gutenberg_EBook,shayuk valley,LOCATED NEAR,road,drop,legacy row without strict relation mapping
Gutenberg_EBook,road,PROCEEDED AMONG,rugged rocky hills,drop,legacy row without strict relation mapping
Gutenberg_EBook,river,PARALLEL TO,road,drop,legacy row without strict relation mapping
Gutenberg_EBook,platform of modern lacustrine clay and conglomerate,FILLED UP,deep recess in the mountains,drop,legacy row without strict relation mapping
Gutenberg_EBook,karsar,LIES IN,deep ravine,drop,legacy row without strict relation mapping
Gutenberg_EBook,village-lands,BORDERED BY,large bushes of myricaria elegans,drop,legacy row without strict relation mapping
Gutenberg_EBook,stream,ISSUED FROM,mountains,drop,legacy row without strict relation mapping
Gutenberg_EBook,banks of the stream,BORDERED BY,large bushes of myricaria elegans,drop,legacy row without strict relation mapping
Gutenberg_EBook,lower part of the village-lands,HAD,shady plantations of poplar and willow,drop,legacy row without strict relation mapping
Gutenberg_EBook,euphrasia officinalis,GREW MOST LUXURIANTLY,in groves,drop,legacy row without strict relation mapping
Gutenberg_EBook,hypecoum,WAS NEW AND INTERESTING,weed of the cultivated fields,drop,legacy row without strict relation mapping
Gutenberg_EBook,tertse,HAD DEPOSITS,similar clay,drop,legacy row without strict relation mapping
Gutenberg_EBook,kardong valley,BELONGED TO SAME LAKE,nubra lake,drop,legacy row without strict relation mapping
Gutenberg_EBook,tanktse valley,EXTENDED UP TO,surface of the nubra lake,drop,legacy row without strict relation mapping
Gutenberg_EBook,karsar,MARCHED ON,the valley of the shayuk,drop,legacy row without strict relation mapping
Gutenberg_EBook,diskit,IS LOCATED AT,the very foot of the mountains,drop,legacy row without strict relation mapping
Gutenberg_EBook,river,SEEMED TO SINK AND SPRING UP AGAIN,among gravel and sand of its bed,drop,legacy row without strict relation mapping
Gutenberg_EBook,one of these streams,RAN CLOSE UNDER THE CLIFFS,which rose almost precipitously to a great height,drop,legacy row without strict relation mapping
Gutenberg_EBook,the village,LIE ON,"a sloping bank, rising rather steeply out of the plain",drop,legacy row without strict relation mapping
Gutenberg_EBook,apricot-trees,GROW AMONG THE HOUSES,some of which were large enough to afford a shade under which a tent could be pitched,drop,legacy row without strict relation mapping
Gutenberg_EBook,allium,WAS NEW,in this region,drop,legacy row without strict relation mapping
Gutenberg_EBook,cyperus,APPEARED TO BE A DWARF STATE OF A SPECIES COMMON IN THE PLAINS OF INDIA,a tropical grass,drop,legacy row without strict relation mapping
Gutenberg_EBook,shayuk river,JOINS THE NUBRA RIVER,from the northward,drop,legacy row without strict relation mapping
Gutenberg_EBook,the shayuk,WAS BOTH TEDIOUS AND DIFFICULT TO CROSS,on the 26th of july,drop,legacy row without strict relation mapping
Gutenberg_EBook,water,HAVE,great velocity,drop,legacy row without strict relation mapping
Gutenberg_EBook,people on foot,HAVE,utmost difficulty,drop,legacy row without strict relation mapping
Gutenberg_EBook,loaded men,NEED,support,drop,legacy row without strict relation mapping
Gutenberg_EBook,two men,PLACE THEMSELVES,horse's head,drop,legacy row without strict relation mapping
Gutenberg_EBook,two more men,GIVE SUPPORT,horse in case of need,drop,legacy row without strict relation mapping
Gutenberg_EBook,water,APPEAR,giddiness and impression,drop,legacy row without strict relation mapping
Gutenberg_EBook,rider,BE,hurried upwards with extreme velocity,drop,legacy row without strict relation mapping
Gutenberg_EBook,river,RUN,wide gravelly plain,drop,legacy row without strict relation mapping
Gutenberg_EBook,shayuk valley,BE VISIBLE,large village of hundar,drop,legacy row without strict relation mapping
Gutenberg_EBook,nubra valley,REMAIN,necessary preparations,drop,legacy row without strict relation mapping
Gutenberg_EBook,river,HAVE ORIGIN,great snowy mountains to the north,drop,legacy row without strict relation mapping
Gutenberg_EBook,lad,BE CARRIED AWAY,stream,drop,legacy row without strict relation mapping
Gutenberg_EBook,men,HASTEN,assistance,drop,legacy row without strict relation mapping
Gutenberg_EBook,quicksands,MAKE IT NECESSARY,proceed by tortuous path,drop,legacy row without strict relation mapping
Gutenberg_EBook,guides,PROCEED CAUTIOUSLY,abandon ford,drop,legacy row without strict relation mapping
Gutenberg_EBook,lanes,BORDERED BY,high hippophaë hedges,drop,legacy row without strict relation mapping
Gutenberg_EBook,hippophaë hedges,FULL OF,clematis and rose-bushes,drop,legacy row without strict relation mapping
Gutenberg_EBook,fields,OF,millet (panicum miliaceum),drop,legacy row without strict relation mapping
Gutenberg_EBook,soil,PECULIARITY OF SOIL OR POSITION,clayey soil not low enough to be swampy,drop,legacy row without strict relation mapping
Gutenberg_EBook,grassy plains,CONNECTED WITH,springs containing carbonate of soda in solution,drop,legacy row without strict relation mapping
Gutenberg_EBook,lycium,COMMON,on the more desert and stony tracts,drop,legacy row without strict relation mapping
Gutenberg_EBook,eurotia and caroxylon,SHRUBBY SPECIES OF,common,drop,legacy row without strict relation mapping
Gutenberg_EBook,thistle,GREW ON BARREN SOIL,particularly where the ground was saline,drop,legacy row without strict relation mapping
Gutenberg_EBook,"glaux, a little crucifera, and a polygonum",ABUNDANT PLANTS,on the salt soil,drop,legacy row without strict relation mapping
Gutenberg_EBook,"mentha, erodium, epilobium, lepidium, and matthiola","COMMON PLANTS AT LE, BEING NOW IN FULL FLOWER",attracted notice more than at an earlier period,drop,legacy row without strict relation mapping
Gutenberg_EBook,valley,LOCATED_IN,mountain range,drop,legacy row without strict relation mapping
Gutenberg_EBook,river,ISSUES_FROM,glacier,drop,legacy row without strict relation mapping
Gutenberg_EBook,mountain,BOUNDED_BY,valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,peak,HAS,snow,drop,legacy row without strict relation mapping
Gutenberg_EBook,range,FURROWED_BY,valleys,drop,legacy row without strict relation mapping
Gutenberg_EBook,plain,LOCATED_IN,mountain,drop,legacy row without strict relation mapping
Gutenberg_EBook,horses,FOUND_DEAD,road,drop,legacy row without strict relation mapping
Gutenberg_EBook,ponies,CARRYING,corn,drop,legacy row without strict relation mapping
Gutenberg_EBook,summit,ELEVATED_AT,"15,300 feet",drop,legacy row without strict relation mapping
Gutenberg_EBook,ridge,LOCATED_ON,mountain,drop,legacy row without strict relation mapping
Gutenberg_EBook,the valley,OCCUPIED BY,a mass of loose alluvial conglomerate,drop,legacy row without strict relation mapping
Gutenberg_EBook,the stream,DRAINED,the valley upon which i now looked down,drop,legacy row without strict relation mapping
Gutenberg_EBook,a small patch of cultivation,INDICATED,a narrow strip of green,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,DESCENDED OBLIQUELY INTO,the valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,the descent,BEING COVERED WITH,loose gravel or coarse sand,drop,legacy row without strict relation mapping
Gutenberg_EBook,"nepeta, scrophularia, cicer, and heracleum",WERE THE COMMONEST SPECIES,plants which i had not recently met with,drop,legacy row without strict relation mapping
Gutenberg_EBook,a very fine dust,SEEMED TO BE OWING TO,the under surface of the leaves,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,REACHED THE SURFACE OF THE ALLUVIAL PLATFORM OVERHANGING,the stream,drop,legacy row without strict relation mapping
Gutenberg_EBook,my encamping ground,"WAS A LEVEL SPOT, CLOSE TO",a lateral torrent,drop,legacy row without strict relation mapping
Gutenberg_EBook,the main stream,WAS RUSHING IN A MOST IMPETUOUS MILK-WHITE TORRENT OVER,immense boulders,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,CROSSED IT MYSELF BY LEAPING FROM,boulder to boulder,drop,legacy row without strict relation mapping
Gutenberg_EBook,the road,LAY UP THE VALLEY PARALLEL TO,the river,drop,legacy row without strict relation mapping
Gutenberg_EBook,a former glacier,TRANSPORTED,"granite boulders of all sizes, from one to ten feet in diameter",drop,legacy row without strict relation mapping
Gutenberg_EBook,road,LAY,along its left bank,drop,legacy row without strict relation mapping
Gutenberg_EBook,road,ASCEND,now and then a little way on steep sloping banks,drop,legacy row without strict relation mapping
Gutenberg_EBook,road,ENTIRELY COMPOSED OF,transported materials,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,ENCAMPED,"on a level, somewhat grassy spot of ground",drop,legacy row without strict relation mapping
Gutenberg_EBook,course travelled,HAVE BEEN,north-north-east,drop,legacy row without strict relation mapping
Gutenberg_EBook,glacier,FILLING UP,the continuation of the valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,glacier,COVERED,with stones and earth,drop,legacy row without strict relation mapping
Gutenberg_EBook,mountains,WERE VERY LOFTY,their tops covered with snow,drop,legacy row without strict relation mapping
Gutenberg_EBook,rock,WAS EVERYWHERE THE PREVAILING,granite,drop,legacy row without strict relation mapping
Gutenberg_EBook,plant,BELONGING TO,the order of compositæ,drop,legacy row without strict relation mapping
Gutenberg_EBook,gentian,WAS ONE OF THE VERY FEW ALPINE PLANTS WHICH I SAW DURING THE DAY,itself,drop,legacy row without strict relation mapping
Gutenberg_EBook,nettle,"SEEMEDLY, LIKE OTHERS OF THE GENUS, ATTRACTED BY",the nitrogenous nature of the soil,drop,legacy row without strict relation mapping
Gutenberg_EBook,lateral glaciers,CONTRIBUTED TO INCREASE SIZE,glacier,drop,legacy row without strict relation mapping
Gutenberg_EBook,road,RAN ALONG,valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,mountains,HAD MUCH SNOW ON THEIR SUMMITS,snow,drop,legacy row without strict relation mapping
Gutenberg_EBook,ravines,HAD SMALL SNOW-BED OR INCIPIENT GLACIER,glacier,drop,legacy row without strict relation mapping
Gutenberg_EBook,moraines,PROJECTED TO THE VALLEY'S CENTRE,piles of angular fragments of rocks,drop,legacy row without strict relation mapping
Gutenberg_EBook,main valley,WAS COVERED WITH BOULDERS,boulders,drop,legacy row without strict relation mapping
Gutenberg_EBook,sassar pass,HAD A STEEP-SIDED MORAINE,moraine,drop,legacy row without strict relation mapping
Gutenberg_EBook,stream,WAS FREQUENTLY GRASSY AND HAD MARSHY GROUND,marshy ground,drop,legacy row without strict relation mapping
Gutenberg_EBook,alpine nettle,OCCUR_ON,road,drop,legacy row without strict relation mapping
Gutenberg_EBook,shepherds,FREQUENT,halting-places,drop,legacy row without strict relation mapping
Gutenberg_EBook,small plain,BORDER,moraine,drop,legacy row without strict relation mapping
Gutenberg_EBook,streamlet,ORIGIN,glacier,drop,legacy row without strict relation mapping
Gutenberg_EBook,moraine,PREVENTED,seeing the road,drop,legacy row without strict relation mapping
Gutenberg_EBook,glacier,ORIGIN,ravine,drop,legacy row without strict relation mapping
Gutenberg_EBook,great body of ice,FORM,glacier,drop,legacy row without strict relation mapping
Gutenberg_EBook,portion of ice,FORM,cliff,drop,legacy row without strict relation mapping
Gutenberg_EBook,lake,LOCATED,northern range of mountains,drop,legacy row without strict relation mapping
Gutenberg_EBook,boulders,OCCUPY,interval between lake and mountains,drop,legacy row without strict relation mapping
Gutenberg_EBook,icy slope,DESCEND,hollow,drop,legacy row without strict relation mapping
Gutenberg_EBook,glacier,EXTEND,northern margin of lake,drop,legacy row without strict relation mapping
Gutenberg_EBook,second glacier,COME FROM,north,drop,legacy row without strict relation mapping
Gutenberg_EBook,third glacier,COVER,eastern depression,drop,legacy row without strict relation mapping
Gutenberg_EBook,pass,CREST,glacier,drop,legacy row without strict relation mapping
Gutenberg_EBook,saussurea,GROW,crevices among boulders,drop,legacy row without strict relation mapping
Gutenberg_EBook,glacier,DESCENT,valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,river,RUN,shayuk,drop,legacy row without strict relation mapping
Gutenberg_EBook,mountains,RISE,opposite side of the valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,sassar,LOCATION,plain,drop,legacy row without strict relation mapping
Gutenberg_EBook,glacier,STOP,valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,mountain,RISE,opposite side of the valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,shayuk river,COURSE,upward,drop,legacy row without strict relation mapping
Gutenberg_EBook,glacier,DESCEND,river,drop,legacy row without strict relation mapping
Gutenberg_EBook,precipice,RISE,opposite side of the valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,mountain-sides,HAVE SNOW,all day,drop,legacy row without strict relation mapping
Gutenberg_EBook,baggage,TAKE,sassar,drop,legacy row without strict relation mapping
Gutenberg_EBook,roads,BE,bad,drop,legacy row without strict relation mapping
Gutenberg_EBook,vegetation,COVER,hills,drop,legacy row without strict relation mapping
Gutenberg_EBook,allium,GROW,abundance,drop,legacy row without strict relation mapping
Gutenberg_EBook,thermopsis,GROW,fruit,drop,legacy row without strict relation mapping
Gutenberg_EBook,artemisia,GROW,common,drop,legacy row without strict relation mapping
Gutenberg_EBook,cynoglossum,GROW,common,drop,legacy row without strict relation mapping
Gutenberg_EBook,cicer,GROW,common,drop,legacy row without strict relation mapping
Gutenberg_EBook,dracocephalum,GROW,common,drop,legacy row without strict relation mapping
Gutenberg_EBook,nepeta,GREW,among loose shingle,drop,legacy row without strict relation mapping
Gutenberg_EBook,saussurea,FOUND,in tibet,drop,legacy row without strict relation mapping
Gutenberg_EBook,shayuk,LAY,across the shayuk,drop,legacy row without strict relation mapping
Gutenberg_EBook,the river,RUNNING,in several channels,drop,legacy row without strict relation mapping
Gutenberg_EBook,a small stream,RAN,from one side to the other,drop,legacy row without strict relation mapping
Gutenberg_EBook,the road,TURNED,to the right,drop,legacy row without strict relation mapping
Gutenberg_EBook,this plain,"WAS PARTLY GRASSY, BUT MOSTLY COMPOSED OF",hard dry clay,drop,legacy row without strict relation mapping
Gutenberg_EBook,the mountains,PRODUCED,a hard quartzy gravel,drop,legacy row without strict relation mapping
Gutenberg_EBook,those to the south,CONTRIBUTED,a dark-coloured gravel of sharp slaty fragments,drop,legacy row without strict relation mapping
Gutenberg_EBook,springs,APPEARED,ground,drop,legacy row without strict relation mapping
Gutenberg_EBook,myricaria elegans,WERE,shrubs,drop,legacy row without strict relation mapping
Gutenberg_EBook,artemisia,WERE,tufts,drop,legacy row without strict relation mapping
Gutenberg_EBook,eurotia,WERE,tufts,drop,legacy row without strict relation mapping
Gutenberg_EBook,primula,WAS,species,drop,legacy row without strict relation mapping
Gutenberg_EBook,pedicularis,WAS,white,drop,legacy row without strict relation mapping
Gutenberg_EBook,triglochin,WERE,species,drop,legacy row without strict relation mapping
Gutenberg_EBook,carices,WERE,grasses,drop,legacy row without strict relation mapping
Gutenberg_EBook,shayuk,JOINS,valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,sassar,IS,pass,drop,legacy row without strict relation mapping
Gutenberg_EBook,murgai valley,ASCENDED,stream,drop,legacy row without strict relation mapping
Gutenberg_EBook,platform,LAY,base of mountains,drop,legacy row without strict relation mapping
Gutenberg_EBook,limestone,DERIVED FROM,mountains above,drop,legacy row without strict relation mapping
Gutenberg_EBook,calcareous spring,DEPOSITED,tufa,drop,legacy row without strict relation mapping
Gutenberg_EBook,road,DESCENDED,stream,drop,legacy row without strict relation mapping
Gutenberg_EBook,steep stony slopes,ASCENDED,left bank of stream,drop,legacy row without strict relation mapping
Gutenberg_EBook,one of these,ASCENDED,steeply on the north side,drop,legacy row without strict relation mapping
Gutenberg_EBook,the other,WAS,in the bed of the stream,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,TOOK,the lower road,keep,would map to extracts_from
Gutenberg_EBook,the ravine,OPENED OUT INTO,a gravelly plain,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,CONTINUED,for nearly five miles,drop,legacy row without strict relation mapping
Gutenberg_EBook,one place only,CONTRACTED AGAIN FOR A FEW HUNDRED YARDS INTO,a gorge,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,OBSERVED,a very small patch of grassy ground,drop,legacy row without strict relation mapping
Gutenberg_EBook,about a mile further on,ENCAMPED,on the south side of the plain,drop,legacy row without strict relation mapping
Gutenberg_EBook,the road,VARIED MUCH IN COLOUR,but was generally very dark and highly crystalline,drop,legacy row without strict relation mapping
Gutenberg_EBook,the principal mass of snow,WAS NEARLY DUE SOUTH OF MY ENCAMPMENT,probably owing to the northerly exposure of the mountains on that side,drop,legacy row without strict relation mapping
Gutenberg_EBook,eurotia,WAS,a saussurea with very viscid leaves,drop,legacy row without strict relation mapping
Gutenberg_EBook,oxytropis chiliophylla,AND,biebersteinia odora being almost the only plants on the stony slopes and shingle,drop,legacy row without strict relation mapping
Gutenberg_EBook,the gravelly plain,HAD NO VEGETATION AT ALL,but on its margins a few scattered plants were occasionally to be found,drop,legacy row without strict relation mapping
Gutenberg_EBook,the most remarkable plant,OBSERVED DURING THE DAY WAS,"a species of alsine in dense hemispherical tufts, a foot or more in diameter",drop,legacy row without strict relation mapping
Gutenberg_EBook,my road,LAY ENTIRELY ALONG THE GRAVELLY PLAIN,in a direction always considerably to the west of north,drop,legacy row without strict relation mapping
Gutenberg_EBook,plain,NARROWED,ravine,drop,legacy row without strict relation mapping
Gutenberg_EBook,mountains,WERE,lofty,drop,legacy row without strict relation mapping
Gutenberg_EBook,glacier,WAS,seen,drop,legacy row without strict relation mapping
Gutenberg_EBook,valley,ROSE,700 feet,drop,legacy row without strict relation mapping
Gutenberg_EBook,stream,INCREASED,afternoon,drop,legacy row without strict relation mapping
Gutenberg_EBook,vegetation,WAS,scanty,drop,legacy row without strict relation mapping
Gutenberg_EBook,stipa,CONSTITUTED,food for cattle,drop,legacy row without strict relation mapping
Gutenberg_EBook,astragalus,SPREAD,gravel,drop,legacy row without strict relation mapping
Gutenberg_EBook,myricaria,FOUND,patches a yard in diameter,drop,legacy row without strict relation mapping
Gutenberg_EBook,limestone,GAVE PLACE TO,rock of different appearance,drop,legacy row without strict relation mapping
Gutenberg_EBook,stratification,WAS NOWHERE DISCOVERABLE,none,drop,legacy row without strict relation mapping
Gutenberg_EBook,road,TURNED,right,drop,legacy row without strict relation mapping
Gutenberg_EBook,ravine,ASCENDED RAPIDLY,up,drop,legacy row without strict relation mapping
