subject,relation,object,sentence,doc_id
missionaries,settle,bathang,"Local Khampa and Naxi traders only benefited from a small part of the profits generated by salt production.47 In the last quarter of the 19th century a new force had joined the race for influence on the frontier: the French Catholic missionaries of the Missions Étrangères de Paris had settled in Bathang, and later in Tsakalho where after founding a church in 1865, in 1870 they bought 45 The great monastery of Ba Chode, in Bathang, was the main and most powerful in the region.",block_174
they,buy,1870,"Local Khampa and Naxi traders only benefited from a small part of the profits generated by salt production.47 In the last quarter of the 19th century a new force had joined the race for influence on the frontier: the French Catholic missionaries of the Missions Étrangères de Paris had settled in Bathang, and later in Tsakalho where after founding a church in 1865, in 1870 they bought 45 The great monastery of Ba Chode, in Bathang, was the main and most powerful in the region.",block_174
traders,benefit,part,"Local Khampa and Naxi traders only benefited from a small part of the profits generated by salt production.47 In the last quarter of the 19th century a new force had joined the race for influence on the frontier: the French Catholic missionaries of the Missions Étrangères de Paris had settled in Bathang, and later in Tsakalho where after founding a church in 1865, in 1870 they bought 45 The great monastery of Ba Chode, in Bathang, was the main and most powerful in the region.",block_175
force,join,tsakalho,"Local Khampa and Naxi traders only benefited from a small part of the profits generated by salt production.47 In the last quarter of the 19th century a new force had joined the race for influence on the frontier: the French Catholic missionaries of the Missions Étrangères de Paris had settled in Bathang, and later in Tsakalho where after founding a church in 1865, in 1870 they bought 45 The great monastery of Ba Chode, in Bathang, was the main and most powerful in the region.",block_175
missionaries,settle,bathang,"Local Khampa and Naxi traders only benefited from a small part of the profits generated by salt production.47 In the last quarter of the 19th century a new force had joined the race for influence on the frontier: the French Catholic missionaries of the Missions Étrangères de Paris had settled in Bathang, and later in Tsakalho where after founding a church in 1865, in 1870 they bought 45 The great monastery of Ba Chode, in Bathang, was the main and most powerful in the region.",block_175
they,buy,1870,"Local Khampa and Naxi traders only benefited from a small part of the profits generated by salt production.47 In the last quarter of the 19th century a new force had joined the race for influence on the frontier: the French Catholic missionaries of the Missions Étrangères de Paris had settled in Bathang, and later in Tsakalho where after founding a church in 1865, in 1870 they bought 45 The great monastery of Ba Chode, in Bathang, was the main and most powerful in the region.",block_175
one,tere,affairs,"The one from Lhagong (Lhaweng, Lawok) in Tsakalho adminis- tered the affairs of...",block_175
missionaries,settle,tsakalho,"...the French Catholic missionaries of the Missions Étrangères de Paris had settled in Bathang, and later in Tsakalho where after founding a church in 1865, in 1870 they bought 45 The great monastery of Ba Chode, in Bathang, was the main and most powerful in the region.",block_176
they,buy,1870,"...the French Catholic missionaries of the Missions Étrangères de Paris had settled in Bathang, and later in Tsakalho where after founding a church in 1865, in 1870 they bought 45 The great monastery of Ba Chode, in Bathang, was the main and most powerful in the region.",block_176
one,tere,affairs,"The one from Lhagong (Lhaweng, Lawok) in Tsakalho adminis- tered the affairs of the salt trade.",block_176
dynasty,grant,title,"The Qing dynasty granted the title of tusi to the hereditary local chiefs of Kham to show nominal control over the area, since theoretically these tusi owed obedience to...",block_176
tusi,owe,obedience,"The Qing dynasty granted the title of tusi to the hereditary local chiefs of Kham to show nominal control over the area, since theoretically these tusi owed obedience to...",block_176
they,buy,1870,"Bathang, and later in Tsakalho where after founding a church in 1865, in 1870 they bought 45",block_177
one,tere,affairs,"The one from Lhagong (Lhaweng, Lawok) in Tsakalho adminis- tered the affairs of the salt trade.",block_177
dynasty,grant,title,"The Qing dynasty granted the title of tusi to the hereditary local chiefs of Kham to show nominal control over the area, since theoretically these tusi owed obedience to the emperor.",block_177
they,buy,1870,"...where after founding a church in 1865, in 1870 they bought 45",block_178
one,tere,affairs,"The one from Lhagong (Lhaweng, Lawok) in Tsakalho adminis- tered the affairs of the salt trade.",block_178
dynasty,grant,title,"The Qing dynasty granted the title of tusi to the hereditary local chiefs of Kham to show nominal control over the area, since theoretically these tusi owed obedience to the emperor.",block_178
uprising,break,bathang,"The uprising against the mis- sionaries and against the Qing troops broke out in Bathang, and soon spread throughout southern Kham.",block_179
zhao,take,control,"Zhao quickly took control and was charac- terized by the extreme cruelty of his methods, which earned him the nickname ""Zhao the Butcher"" among the Khampa.",block_179
which,earn,nickname,"Zhao quickly took control and was charac- terized by the extreme cruelty of his methods, which earned him the nickname ""Zhao the Butcher"" among the Khampa.",block_179
they,return,pans,"After they returned to the salt pans Zhao was still not satisfied with the taxes obtained, and enacted heavy fines against salt smug- 48 Bray 2019, p. 165.",block_180
revue,d’etude,gling,Revue d’Etudes Tibétaines 88 gling.,block_180
soldiers,take,1907,"After a series of battles between his troops and the Lhagong monks allied with the local Khampa, in 1907 his soldiers finally took...",block_180
entities,relyea,organization,Co-occurring Entities (sorted by frequency): ↳ salt [/food/ingredient] — 1 times ↳ relyea [/organization/organization] — 1 times ↳ zhao,block_180
revue,d’etude,gling,Revue d’Etudes Tibétaines 88 gling.,block_181
soldiers,take,1907,"After a series of battles between his troops and the Lhagong monks allied with the local Khampa, in 1907 his soldiers finally took over the monastery and expelled the monks.",block_181
entities,relyea,organization,In... Co-occurring Entities (sorted by frequency): ↳ salt [/food/ingredient] — 1 times ↳ relyea [/organization/organization] — 1 times ↳ zhao,block_181
revue,d’etude,gling,Revue d’Etudes Tibétaines 88 gling.,block_182
soldiers,take,1907,"After a series of battles between his troops and the Lhagong monks allied with the local Khampa, in 1907 his soldiers finally took over the monastery and expelled the monks.",block_182
revue,d’etude,gling,Revue d’Etudes Tibétaines 88 gling.,block_183
soldiers,take,1907,"After a series of battles between his troops and the Lhagong monks allied with the local Khampa, in 1907 his soldiers finally took over the monastery and expelled the monks.",block_183
entities,relyea,organization,"In 1910, after trying with little success to... Co-occurring Entities (sorted by frequency): ↳ salt [/food/ingredient] — 1 times ↳ relyea [/organization/organization] — 1 times ↳ lutzes [/organization/organization] — 1 times ↳ monastery",block_183
revue,d’etude,gling,Revue d’Etudes Tibétaines 88 gling.,block_184
soldiers,take,1907,"After a series of battles between his troops and the Lhagong monks allied with the local Khampa, in 1907 his soldiers finally took over the monastery and expelled the monks.",block_184
that,require,mediations,"After two Sino-Tibetan wars in 1918 and 1930 that required the mediations of the British Consul in Dartsedo Sir Eric Teichman and the American missionary Marion Duncan, Tsakalho was in 1932 within the borders of Tibet.",block_185
republic,establish,1939,"In 1939 the Republic of China established the province of Xikang which nominal- ly encompassed the territory of Kham, but Chinese control in practice only reached its eastern half east of the Dri chu.",block_185
ly,encompass,territory,"In 1939 the Republic of China established the province of Xikang which nominal- ly encompassed the territory of Kham, but Chinese control in practice only reached its eastern half east of the Dri chu.",block_185
control,reach,east,"In 1939 the Republic of China established the province of Xikang which nominal- ly encompassed the territory of Kham, but Chinese control in practice only reached its eastern half east of the Dri chu.",block_185
that,require,mediations,"After two Sino-Tibetan wars in 1918 and 1930 that required the mediations of the British Consul in Dartsedo Sir Eric Teichman and the American missionary Marion Duncan, Tsakalho was in 1932 within the borders of Tibet.",block_186
republic,establish,1939,"In 1939 the Republic of China established the province of Xikang which nominal- ly encompassed the territory of Kham, but Chinese control in practice only reached its eastern half east of the Dri chu.",block_186
ly,encompass,territory,"In 1939 the Republic of China established the province of Xikang which nominal- ly encompassed the territory of Kham, but Chinese control in practice only reached its eastern half east of the Dri chu.",block_186
control,reach,east,"In 1939 the Republic of China established the province of Xikang which nominal- ly encompassed the territory of Kham, but Chinese control in practice only reached its eastern half east of the Dri chu.",block_186
that,require,mediations,"After two Sino-Tibetan wars in 1918 and 1930 that required the mediations of the British Consul in Dartsedo Sir Eric Teichman and the American missionary Marion Duncan, Tsakalho was in 1932 within the borders of Tibet.",block_187
republic,establish,1939,"In 1939 the Republic of China established the province of Xikang which nominal- ly encompassed the territory of Kham, but Chinese control in practice only reached its eastern half east of the Dri chu.",block_187
ly,encompass,territory,"In 1939 the Republic of China established the province of Xikang which nominal- ly encompassed the territory of Kham, but Chinese control in practice only reached its eastern half east of the Dri chu.",block_187
control,reach,east,"In 1939 the Republic of China established the province of Xikang which nominal- ly encompassed the territory of Kham, but Chinese control in practice only reached its eastern half east of the Dri chu.",block_187
fore,remain,government,The salt pans there- fore remained under the Lhasa government until the arrival of the Communist army in 1950.52 The salt trade and caravans As has been...,block_187
they,march,coleman,"Under the direction of a respected and experi- enced leader (the maguotou) they march in caravans53 for weeks to 51 Coleman 2014, p. 351-352, 296-297; Relyea 2010, pp: 206-207; Wang 2911, pp. 129-",block_188
caravans,consist,area,In the Tsakalho area the short- and medium-distance caravans usually consisted The salt trips in Tibet and the Himalayas 89 reach towns where the value of the salt is higher due to their distance from the salt pans and the isolation of their location.,block_188
they,cross,passes,"They must cross perennial- ly snow-capped mountain passes of about 5000 m. in altitude and, until not too long ago, cross mighty rivers with their horses and mules by the old and dangerous system of rope bridges (liusuo).54 But their efforts are almost always rewarded and the caravan completes its journey successfully, getting considerably more grain for its salt than they would at home.",block_189
caravan,complete,journey,"They must cross perennial- ly snow-capped mountain passes of about 5000 m. in altitude and, until not too long ago, cross mighty rivers with their horses and mules by the old and dangerous system of rope bridges (liusuo).54 But their efforts are almost always rewarded and the caravan completes its journey successfully, getting considerably more grain for its salt than they would at home.",block_189
that,travel,city,"On the other hand, Tsakalho was an obligatory stop for the long- distance caravans that, from southern Yunnan, traveled along the Tea Horse Road to the holy city of Lhasa in central Tibet.",block_190
that,travel,city,"On the other hand, Tsakalho was an obligatory stop for the long- distance caravans that, from southern Yunnan, traveled along the Tea Horse Road to the holy city of Lhasa in central Tibet.",block_191
that,bring,yunnan,"Long-distance caravans that brought tea from Yunnan and continued on to Lhasa and beyond, substituted their horses... Co-occurring Entities (sorted by frequency): ↳ tea",block_193
caravans,substitute,entities,"Long-distance caravans that brought tea from Yunnan and continued on to Lhasa and beyond, substituted their horses... Co-occurring Entities (sorted by frequency): ↳ tea",block_193
that,bring,yunnan,"Long-distance caravans that brought tea from Yunnan and continued on to Lhasa and beyond, substituted their horses for yaks past Tsakalho when the altitude and cold...",block_194
caravans,substitute,tsakalho,"Long-distance caravans that brought tea from Yunnan and continued on to Lhasa and beyond, substituted their horses for yaks past Tsakalho when the altitude and cold...",block_194
that,bring,yunnan,"Long-distance caravans that brought tea from Yunnan and continued on to Lhasa and beyond, substituted their horses for yaks past Tsakalho when the altitude and cold became unbearable for the former.",block_195
caravans,substitute,tsakalho,"Long-distance caravans that brought tea from Yunnan and continued on to Lhasa and beyond, substituted their horses for yaks past Tsakalho when the altitude and cold became unbearable for the former.",block_195
revue,d’etude,tibétaines,Revue d’Etudes Tibétaines 90 ing a figure of Vairocana believed to have...,block_196
ward,make,commodity,"1930 Frank Kingdon-Ward, ""Plant-Hunting on the Edge of the World"", p. 25 Myanmar Himalayas In pre-modern times, in the Extended Eastern Himalayas, the ex- treme scarcity of salt made this product probably the most valuable commodity for trade.",block_197
nities,hold,work,"F. K. L. Chit Hlaing writes that ""The commu- nities owning salt wells always held central political positions in the net- work of inter-group relations, not only with respect to lowland kingdoms but also with regard to neighboring hill peoples"".56 In the upper valleys of the Drung (Dulong) and Nu (Salween) rivers, Naxi and Tibetan trad- ers exchanged the precious salt from the salt pans for herbs, agricul- tural products and cloth.",block_198
ers,exchange,respect,"F. K. L. Chit Hlaing writes that ""The commu- nities owning salt wells always held central political positions in the net- work of inter-group relations, not only with respect to lowland kingdoms but also with regard to neighboring hill peoples"".56 In the upper valleys of the Drung (Dulong) and Nu (Salween) rivers, Naxi and Tibetan trad- ers exchanged the precious salt from the salt pans for herbs, agricul- tural products and cloth.",block_198
who,settle,centuries,"Travelers and Christian missionaries who settled in the area in the late 19th and early 20th centuries testified to this situation of slavery, which was common in this area of northwestern 55 Trijang Rinpoche 2018,...",block_199
travelers,testify,situation,"Travelers and Christian missionaries who settled in the area in the late 19th and early 20th centuries testified to this situation of slavery, which was common in this area of northwestern 55 Trijang Rinpoche 2018,...",block_199
who,settle,centuries,"Travelers and Christian missionaries who settled in the area in the late 19th and early 20th centuries testified to this situation of slavery, which was common in this area of northwestern 55 Trijang Rinpoche 2018, p. 88; Karmay 2009, p. 65.",block_200
travelers,testify,situation,"Travelers and Christian missionaries who settled in the area in the late 19th and early 20th centuries testified to this situation of slavery, which was common in this area of northwestern 55 Trijang Rinpoche 2018, p. 88; Karmay 2009, p. 65.",block_200
who,settle,centuries,"Travelers and Christian missionaries who settled in the area in the late 19th and early 20th centuries testified to this situation of slavery, which was common in this area of northwestern 55 Trijang Rinpoche 2018, p. 88; Karmay 2009, p. 65.",block_201
travelers,testify,situation,"Travelers and Christian missionaries who settled in the area in the late 19th and early 20th centuries testified to this situation of slavery, which was common in this area of northwestern 55 Trijang Rinpoche 2018, p. 88; Karmay 2009, p. 65.",block_201
they,visit,side,"They usually visited Rima and Jite on the Tibetan side, alt- hough Tibetan, Lisu, and Chinese traders from Yunnan sometimes brought the precious commodity to their lands also.",block_204
tibetan,bring,lands,"They usually visited Rima and Jite on the Tibetan side, alt- hough Tibetan, Lisu, and Chinese traders from Yunnan sometimes brought the precious commodity to their lands also.",block_204
they,visit,side,"They usually visited Rima and Jite on the Tibetan side, alt- hough Tibetan, Lisu, and Chinese traders from Yunnan sometimes brought the precious commodity to their lands also.",block_205
tibetan,bring,lands,"They usually visited Rima and Jite on the Tibetan side, alt- hough Tibetan, Lisu, and Chinese traders from Yunnan sometimes brought the precious commodity to their lands also.",block_205
locals,suffer,some,"Here, too, the locals suffered exploitation by some of these traders, who sometimes took advantage of these incursions to capture slaves among them.58 In the Mishmi Hills Tibetan...",block_205
who,take,incursions,"Here, too, the locals suffered exploitation by some of these traders, who sometimes took advantage of these incursions to capture slaves among them.58 In the Mishmi Hills Tibetan...",block_205
meyors,purchase,side,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_206
who,cross,la,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_206
salt,come,lakes,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_206
groups,cross,valley59,"...groups of Mishmis crossed the passes of the upper Dibang basin, or the bor- der of the Lohit or Zayul chu valley,59 exchanging the precious salt, Tibetan swords, coarse woolen cloaks and copper pots for the famous medicinal plant mishmee-teeta, musk, bear skins and other jungle products.",block_207
meyors,purchase,side,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_207
who,cross,la,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_207
salt,come,lakes,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_207
meyors,purchase,side,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_208
who,cross,la,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_208
salt,come,lakes,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_208
representative,collect,set,A representative of the king of Powo or Kanam Depa also collected the tax set for...,block_208
meyors,purchase,side,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_209
who,cross,la,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_209
salt,come,lakes,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_209
representative,collect,set,A representative of the king of Powo or Kanam Depa also collected the tax set for his lord.61 Still further...,block_209
meyors,purchase,side,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_210
who,cross,la,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_210
salt,come,lakes,"The Zakhrings/Meyors of Walong also purchased salt from the Tibetan side of the border.60 Further west, the salt obtained in Pe (Kongpo) by the Adis who crossed the Doshong la, came from the Nakchu lakes.",block_210
representative,collect,set,"A representative of the king of Powo or Kanam Depa also collected the tax set for his lord.61 Still further west the Apa Tanis manufactured their own ""salt"", the tapyo,62 which...",block_210
tanis,manufacture,which,"A representative of the king of Powo or Kanam Depa also collected the tax set for his lord.61 Still further west the Apa Tanis manufactured their own ""salt"", the tapyo,62 which...",block_210
representative,collect,set,"A representative of the king of Powo or Kanam Depa also collected the tax set for his lord.61 Still further west the Apa Tanis manufactured their own ""salt"", the tapyo,62 which is obtained from the ashes produced by burning a cane that grows in the rice fields.",block_211
tanis,manufacture,salt,"A representative of the king of Powo or Kanam Depa also collected the tax set for his lord.61 Still further west the Apa Tanis manufactured their own ""salt"", the tapyo,62 which is obtained from the ashes produced by burning a cane that grows in the rice fields.",block_211
that,grow,fields,"A representative of the king of Powo or Kanam Depa also collected the tax set for his lord.61 Still further west the Apa Tanis manufactured their own ""salt"", the tapyo,62 which is obtained from the ashes produced by burning a cane that grows in the rice fields.",block_211
tapyo,reduce,middlemen,"This tapyo greatly reduced their depend- ence on the Nyishi middlemen who obtained their salt from Tibet, and explains the almost total absence of goiter cases among...",block_211
who,obtain,tibet,"This tapyo greatly reduced their depend- ence on the Nyishi middlemen who obtained their salt from Tibet, and explains the almost total absence of goiter cases among...",block_211
tapyo,reduce,middlemen,"This tapyo greatly reduced their depend- ence on the Nyishi middlemen who obtained their salt from Tibet, and explains the almost total absence of goiter cases among the Apa Tanis.",block_212
who,obtain,tibet,"This tapyo greatly reduced their depend- ence on the Nyishi middlemen who obtained their salt from Tibet, and explains the almost total absence of goiter cases among the Apa Tanis.",block_212
arrival,change,exploitation,"The arrival of modernity In central Tibet the 1950 invasion and subsequent extension of Chi- nese administration over the Dalai Lama's territory drastically changed the exploitation of salt, and especially its trade with the 57 Bray 2019, p. 154, 159; Gros 2016; Kingdon-Ward 1937, p. 276; Lazcano 1999.",block_212
arrival,change,exploitation,"The arrival of modernity In central Tibet the 1950 invasion and subsequent extension of Chi- nese administration over the Dalai Lama's territory drastically changed the exploitation of salt, and especially its trade with the 57 Bray 2019, p. 154, 159; Gros 2016; Kingdon-Ward 1937, p. 276; Lazcano 1999.",block_213
arrival,change,exploitation,"The arrival of modernity In central Tibet the 1950 invasion and subsequent extension of Chi- nese administration over the Dalai Lama's territory drastically changed the exploitation of salt, and especially its trade with the 57 Bray 2019, p. 154, 159; Gros 2016; Kingdon-Ward 1937, p. 276; Lazcano 1999.",block_214
revue,d’etude,slope,Revue d’Etudes Tibétaines 92 southern slope of the Himalayas.,block_214
invasion,change,exploitation,"...1950 invasion and subsequent extension of Chi- nese administration over the Dalai Lama's territory drastically changed the exploitation of salt, and especially its trade with the 57 Bray 2019, p. 154, 159; Gros 2016; Kingdon-Ward 1937, p. 276; Lazcano 1999.",block_215
revue,d’etude,slope,Revue d’Etudes Tibétaines 92 southern slope of the Himalayas.,block_215
territory,change,exploitation,"...over the Dalai Lama's territory drastically changed the exploitation of salt, and especially its trade with the 57 Bray 2019, p. 154, 159; Gros 2016; Kingdon-Ward 1937, p. 276; Lazcano 1999.",block_216
revue,d’etude,slope,Revue d’Etudes Tibétaines 92 southern slope of the Himalayas.,block_216
territory,change,exploitation,"...territory drastically changed the exploitation of salt, and especially its trade with the 57 Bray 2019, p. 154, 159; Gros 2016; Kingdon-Ward 1937, p. 276; Lazcano 1999.",block_217
revue,d’etude,slope,Revue d’Etudes Tibétaines 92 southern slope of the Himalayas.,block_217
region,grow,invasion,"In addition, in just the first ten years after the establishment of the Chinese communist regime, the Tsaidam region grew from about 16,000 inhabitants (mostly Mongo- lian and Tibetan) to about 250,000 (mostly Han Chinese).64 In Tsa- kalho, after the invasion...",block_218
region,grow,invasion,"In addition, in just the first ten years after the establishment of the Chinese communist regime, the Tsaidam region grew from about 16,000 inhabitants (mostly Mongo- lian and Tibetan) to about 250,000 (mostly Han Chinese).64 In Tsa- kalho, after the invasion of the...",block_219
regions,find,opening,"Others regions like Wallung, in northeastern Nepal, found new trad- ing opportunities after the gradual opening of the Nepal-Tibet border since the mid-1960s.",block_220
regions,find,opening,"Others regions like Wallung, in northeastern Nepal, found new trad- ing opportunities after the gradual opening of the Nepal-Tibet border since the mid-1960s.",block_221
regions,find,opening,"Others regions like Wallung, in northeastern Nepal, found new trad- ing opportunities after the gradual opening of the Nepal-Tibet border since the mid-1960s.",block_222
regions,find,opening,"Others regions like Wallung, in northeastern Nepal, found new trad- ing opportunities after the gradual opening of the Nepal-Tibet border since the mid-1960s.",block_223
revitalization,generate,opening,"Since the slight opening of the 1980s, the tenuous revitalization of the Himalayan caravans and of the salt production of Tsakalho has generated a new social and cultural impact on these populations that has little to do with what they experienced in the old days: 65 Penkgyi 2008, pp.",block_225
that,have,little,"Since the slight opening of the 1980s, the tenuous revitalization of the Himalayan caravans and of the salt production of Tsakalho has generated a new social and cultural impact on these populations that has little to do with what they experienced in the old days: 65 Penkgyi 2008, pp.",block_225
they,experience,days,"Since the slight opening of the 1980s, the tenuous revitalization of the Himalayan caravans and of the salt production of Tsakalho has generated a new social and cultural impact on these populations that has little to do with what they experienced in the old days: 65 Penkgyi 2008, pp.",block_225
some,take,opportunity,"Some, such as the Rupshu Ladakhi nomads, took advantage of the opportunity of having a nearby salt lake inside the Indian side of the border (the Tso Kar) and re- produced their earlier practices to extract salt from it.",block_225
re-,produce,practices,"Some, such as the Rupshu Ladakhi nomads, took advantage of the opportunity of having a nearby salt lake inside the Indian side of the border (the Tso Kar) and re- produced their earlier practices to extract salt from it.",block_225
some,take,opportunity,"Some, such as the Rupshu Ladakhi nomads, took advantage of the opportunity of having a nearby salt lake inside the Indian side of the border (the Tso Kar) and re- produced their earlier practices to extract salt from it.",block_226
re-,produce,practices,"Some, such as the Rupshu Ladakhi nomads, took advantage of the opportunity of having a nearby salt lake inside the Indian side of the border (the Tso Kar) and re- produced their earlier practices to extract salt from it.",block_226
they,attrib-,it,"67 Only the Himalayan peoples' taste for Tibetan salt and the properties they attrib- ute to it have made it possible for a small-scale trade to survive where the border is allowed to be crossed, or minor smuggling where the borders are still closed.",block_226
trade,survive,smuggling,"67 Only the Himalayan peoples' taste for Tibetan salt and the properties they attrib- ute to it have made it possible for a small-scale trade to survive where the border is allowed to be crossed, or minor smuggling where the borders are still closed.",block_226
that,cross,himalayas,"...most coveted goods brought by the few caravans that still cross the Himalayas are no longer salt, wool, or religious artifacts, but Chinese manufactured goods such as cell phones, TVs, DVDs, electronic devices, modern clothing, and con- sumables of all kinds.68 In recent times China's enormous economic strength has placed trans-Himalayan trade in the new Asian econo- my driven by Beijing's quest for new markets.",block_227
strength,place,econo-,"...most coveted goods brought by the few caravans that still cross the Himalayas are no longer salt, wool, or religious artifacts, but Chinese manufactured goods such as cell phones, TVs, DVDs, electronic devices, modern clothing, and con- sumables of all kinds.68 In recent times China's enormous economic strength has placed trans-Himalayan trade in the new Asian econo- my driven by Beijing's quest for new markets.",block_227
opment,mean,construction,Its Great Western Devel- opment Strategy has meant the construction of quality infrastructures in Tibet that facilitates and makes cheaper the arrival of products from China.,block_227
goods,place,econo-,"...goods such as cell phones, TVs, DVDs, electronic devices, modern clothing, and con- sumables of all kinds.68 In recent times China's enormous economic strength has placed trans-Himalayan trade in the new Asian econo- my driven by Beijing's quest for new markets.",block_228
opment,mean,construction,Its Great Western Devel- opment Strategy has meant the construction of quality infrastructures in Tibet that facilitates and makes cheaper the arrival of products from China.,block_228
which,have,border,Currently there are many roads to the Himalayas and a railway from Beijing to Lhasa which already has a branch to the Aru- nachal border and will soon have another to the Nepalese border....,block_228
opment,mean,construction,Its Great Western Devel- opment Strategy has meant the construction of quality infrastructures in Tibet that facilitates and makes cheaper the arrival of products from China.,block_229
which,have,border,Currently there are many roads to the Himalayas and a railway from Beijing to Lhasa which already has a branch to the Aru- nachal border and will soon have another to the Nepalese border.,block_229
populations,enjoy,prices,The Himalayan populations near the open passes69 enjoy now -thanks to the skyrocketing prices of the caterpillar fungus or yartsa gunbu they collect70- a significant accumulation of capital; and...,block_229
they,collect70-,accumulation,The Himalayan populations near the open passes69 enjoy now -thanks to the skyrocketing prices of the caterpillar fungus or yartsa gunbu they collect70- a significant accumulation of capital; and...,block_229
opment,mean,construction,Its Great Western Devel- opment Strategy has meant the construction of quality infrastructures in Tibet that facilitates and makes cheaper the arrival of products from China.,block_230
which,have,border,Currently there are many roads to the Himalayas and a railway from Beijing to Lhasa which already has a branch to the Aru- nachal border and will soon have another to the Nepalese border.,block_230
populations,enjoy,prices,The Himalayan populations near the open passes69 enjoy now -thanks to the skyrocketing prices of the caterpillar fungus or yartsa gunbu they collect70- a significant accumulation of capital; and nowadays China has become the provider of all the goods they...,block_230
they,collect70-,accumulation,The Himalayan populations near the open passes69 enjoy now -thanks to the skyrocketing prices of the caterpillar fungus or yartsa gunbu they collect70- a significant accumulation of capital; and nowadays China has become the provider of all the goods they...,block_230
china,become,provider,The Himalayan populations near the open passes69 enjoy now -thanks to the skyrocketing prices of the caterpillar fungus or yartsa gunbu they collect70- a significant accumulation of capital; and nowadays China has become the provider of all the goods they...,block_230
that,grow,grapes,"...of Tsakalho, with its ancient and spectacular traditional salt flats on the Mekong, and with its Catholic population that grows grapes to produce wine, and regularly attends the only Catholic church within the limits of the Autonomous Region of Tibet, fits perfectly in the ""Greater Shangrila""72 tourist circuit pro- 68 Bauer 2014, p. 163, 167; Harris 2008, pp.",block_231
that,grow,grapes,"...and spectacular traditional salt flats on the Mekong, and with its Catholic population that grows grapes to produce wine, and regularly attends the only Catholic church within the limits of the Autonomous Region of Tibet, fits perfectly in the ""Greater Shangrila""72 tourist circuit pro- 68 Bauer 2014, p. 163, 167; Harris 2008, pp.",block_232
flats,fit,circuit,"...and spectacular traditional salt flats on the Mekong, and with its Catholic population that grows grapes to produce wine, and regularly attends the only Catholic church within the limits of the Autonomous Region of Tibet, fits perfectly in the ""Greater Shangrila""72 tourist circuit pro- 68 Bauer 2014, p. 163, 167; Harris 2008, pp.",block_232
limits,fit,circuit,"...limits of the Autonomous Region of Tibet, fits perfectly in the ""Greater Shangrila""72 tourist circuit pro- 68 Bauer 2014, p. 163, 167; Harris 2008, pp. 209, 213; Harris 2013, p. 63-64, 67; Mur- ton 2016, p. 105; Saxer 2013, p. 48; Saxer 2017, p. 78; Schrempf 2018, pp. 336, 350; Wangdi 2004; Wong How Man 2020, p. 19.",block_233
intention,e,destination,"At the beginning of the 21st century the nearby Gyalthang (Chinese: Zhongdian) area was officially renamed ""Shangrila County"", with the clear intention of turn- ing the region into a powerful tourist destination.",block_234
intention,e,destination,"...the 21st century the nearby Gyalthang (Chinese: Zhongdian) area was officially renamed ""Shangrila County"", with the clear intention of turn- ing the region into a powerful tourist destination.",block_235
